Sample	YEAR	MONTH	Location	Sex
1361	2	4	3	2
1362	2	3	2	2
1363	2	4	1	2
1364	2	4	3	1
1365	2	12	1	1
1366	2	1	1	1
1367	2	4	2	2
1368	2	1	1	1
1369	2	1	1	1
1370	2	3	2	1
1371	2	12	1	1
1372	2	1	1	1
1373	2	4	3	2
1374	2	2	1	1
1375	2	4	3	2
1376	2	1	1	1
1377	2	4	1	2
1378	2	12	1	1
1379	2	3	2	2
1380	2	1	1	1
1381	2	1	1	2
1382	2	2	1	2
1383	2	2	1	1
1384	2	12	1	2
1385	2	2	1	2
1386	2	10	1	2
1387	2	2	1	2
1388	2	2	1	2
1389	2	2	1	1
1390	2	12	1	1
1391	2	4	3	2
1392	2	1	1	1
1393	2	1	1	1
1394	2	3	2	2
1395	2	3	2	2
1396	2	1	1	2
1397	2	1	1	1
1398	2	3	2	2
1399	2	2	1	2
1400	2	3	2	1
1401	2	1	1	1
1402	2	4	3	2
1403	2	4	1	2
1404	2	1	1	2
1405	2	2	1	2
1406	2	1	1	2
1407	2	2	1	1
1408	2	3	2	2
1409	2	3	2	2
1410	2	1	1	2
1411	2	2	1	2
1412	2	2	1	2
1413	2	7	3	1
1414	2	12	1	1
1415	2	4	2	2
1416	2	2	1	2
1417	2	1	1	1
1418	2	12	1	2
1419	2	4	2	1
1420	2	2	1	1
1421	2	4	3	2
1422	2	2	1	1
1423	2	3	2	2
1424	2	3	2	1
1425	2	2	1	2
1426	2	2	1	2
1427	2	12	1	1
1428	2	1	1	2
1429	2	3	2	2
1430	2	12	1	1
1431	2	1	1	1
1432	2	3	2	1
1433	2	12	1	1
1434	2	4	2	2
1435	2	3	3	1
1436	2	2	1	1
1437	2	12	1	1
1438	2	1	1	1
1439	2	1	1	1
1440	2	1	1	1
1441	2	12	1	1
1442	2	10	1	1
1443	2	12	1	1
1444	2	2	1	2
1445	2	6	1	2
1446	2	3	2	2
1447	2	2	1	2
1448	2	2	1	2
1449	2	2	1	1
1450	2	12	1	1
1451	2	2	1	1
1452	2	2	1	1
1453	2	1	1	1
1454	2	3	2	2
1455	2	1	1	2
1456	2	12	1	1
1457	2	1	1	2
1458	2	1	1	2
1459	2	2	1	2
1460	2	3	2	2
1461	2	12	1	1
1462	2	2	1	2
1463	2	1	1	2
1464	2	2	1	2
1465	2	4	3	2
1466	2	1	1	2
1467	2	1	1	2
1468	2	2	1	2
1469	2	4	3	2
1470	2	11	1	1
1471	2	2	1	2
1472	2	4	1	2
1473	2	12	1	2
1474	2	12	1	2
1475	2	12	1	1
1476	2	12	1	2
1477	2	2	1	1
1478	2	2	1	1
1479	2	1	1	1
1480	2	1	1	2
1481	2	12	1	1
1482	2	1	1	2
1483	2	4	1	2
1484	2	4	3	2
1485	2	12	1	1
1486	2	10	1	1
1487	2	1	1	1
1488	2	3	2	2
1489	2	1	1	2
1490	2	2	1	1
1491	2	12	1	1
1492	2	12	1	2
1493	2	12	1	2
1494	2	1	1	2
1495	2	1	1	2
1496	2	12	1	2
1497	2	2	1	1
1498	2	3	2	2
1499	2	11	1	1
1500	2	12	1	2
1501	2	4	1	2
1502	2	1	1	1
1503	2	12	1	2
1504	2	10	1	2
1505	2	1	1	1
1506	2	2	1	1
1507	2	1	1	1
1508	2	12	1	1
1509	2	12	1	2
1510	2	2	1	1
1511	2	12	1	2
1512	2	2	1	2
1513	2	12	1	2
1514	2	2	1	1
1515	2	1	1	1
1516	2	2	1	2
1517	2	4	3	1
1518	2	11	1	1
1519	2	8	1	1
1520	3	11	1	2
1521	3	11	1	2
1522	3	11	1	2
1523	3	11	1	2
1524	3	11	1	2
1525	3	11	1	2
1526	3	11	1	2
1527	3	9	1	2
1528	3	10	1	2
1529	3	9	1	2
1530	3	11	1	2
1531	3	10	1	2
1532	3	11	1	2
1533	3	12	1	2
1534	3	9	1	2
1535	3	9	1	2
1536	3	11	1	2
1537	3	8	1	2
1538	3	10	1	2
1539	3	9	1	2
1540	3	10	1	2
1541	3	9	1	2
1542	3	9	1	2
1543	3	9	1	2
1544	3	9	1	2
1545	3	10	1	2
1546	3	2	1	2
1547	3	8	1	2
1548	3	11	1	2
1549	3	8	1	2
1550	3	8	1	2
1551	3	11	1	2
1552	3	8	1	2
1553	3	8	1	2
1554	3	8	1	2
1555	3	9	1	2
1556	3	9	1	2
1557	3	9	3	2
1558	3	11	1	2
1559	3	8	1	2
1560	3	9	3	2
1561	3	9	1	2
1562	3	7	1	2
1563	3	11	1	2
1564	3	9	1	2
1565	3	7	1	2
1566	3	8	1	2
1567	3	7	1	2
1568	3	8	1	2
1569	3	8	1	2
1570	3	7	1	2
1571	3	8	1	2
1572	3	9	1	2
1573	3	11	1	2
1574	3	9	1	2
1575	3	9	1	2
1576	3	8	1	2
1577	3	9	1	2
1578	3	8	1	2
1579	3	8	3	2
1580	3	9	1	2
1581	3	7	1	2
1582	3	9	3	2
1583	3	8	1	2
1584	3	11	1	2
1585	3	7	3	2
1586	3	8	1	2
1587	3	8	1	2
1588	3	9	1	2
1589	3	11	1	2
1590	3	8	1	2
1591	3	7	1	2
1592	3	7	3	2
1593	3	9	1	2
1594	3	8	1	2
1595	3	11	1	2
1596	3	11	1	2
1597	3	9	1	2
1598	3	9	1	2
1599	3	8	1	2
1600	3	7	1	2
1601	3	9	1	2
1602	3	9	3	2
1603	3	9	3	2
1604	3	7	1	2
1605	3	9	3	2
1606	3	9	1	2
1607	3	7	3	2
1608	3	7	3	2
1609	3	9	1	2
1610	3	8	1	2
1611	3	7	1	2
1612	3	7	1	2
1613	3	7	1	2
1614	3	7	1	2
1615	3	8	1	2
1616	3	9	1	2
1617	3	7	1	2
1618	3	6	1	2
1619	3	11	1	2
1620	3	7	3	2
1621	3	8	1	2
1622	3	1	1	2
1623	3	6	1	2
1624	3	7	1	2
1625	3	7	1	2
1626	3	7	3	2
1627	3	7	1	2
1628	3	9	1	2
1629	3	6	1	2
1630	3	7	3	2
1631	3	7	3	2
1632	3	7	3	2
1633	3	7	3	2
1634	3	9	1	2
1635	3	7	1	2
1636	3	8	1	2
1637	3	8	3	2
1638	3	8	1	2
1639	3	9	3	2
1640	3	9	3	2
1641	3	7	3	2
1642	3	7	1	2
1643	3	7	3	2
1644	3	7	1	2
1645	3	6	1	2
1646	3	7	1	2
1647	3	6	1	2
1648	3	6	1	2
1649	3	7	1	2
1650	3	7	1	2
1651	3	8	1	2
1652	3	8	1	2
1653	3	6	1	2
1654	3	6	1	2
1655	3	6	1	2
1656	3	8	1	2
1657	3	8	1	2
1658	3	6	1	2
1659	3	6	1	2
1660	3	6	1	2
1661	3	6	1	2
1662	3	9	1	2
1663	3	7	1	2
1664	3	8	1	2
1665	3	6	1	2
1666	3	6	1	2
1667	3	2	1	2
1668	3	6	1	2
1669	3	6	1	2
1670	3	7	3	2
1671	3	4	1	1
1672	3	5	1	2
1673	3	5	1	2
1674	3	6	1	2
1675	3	6	1	2
1676	3	10	1	1
1677	3	7	1	2
1678	3	6	1	2
1679	3	7	1	1
1680	3	6	1	2
1681	3	10	1	2
1682	3	6	1	2
1683	3	7	1	1
1684	3	9	1	2
1685	3	7	1	1
1686	3	8	1	1
1687	3	6	1	1
1688	3	6	1	2
1689	3	11	1	2
1690	3	6	1	2
1691	3	6	1	1
1692	3	10	1	1
1693	3	7	1	1
1694	3	7	1	1
1695	3	6	1	1
1696	3	11	1	1
1697	3	6	1	1
1698	3	7	1	1
1699	3	7	1	1
1700	3	6	1	1
1701	3	7	1	1
1702	3	6	1	1
1703	3	5	1	2
1704	3	7	1	1
1705	3	5	1	1
1706	3	7	1	1
1707	3	6	1	1
1708	3	8	1	1
1709	3	8	1	1
1710	3	6	1	2
1711	3	10	1	1
1712	3	6	1	2
1713	3	7	3	1
1714	3	10	1	2
1715	3	4	1	1
1716	3	7	1	1
1717	3	7	1	1
1718	3	5	1	1
1719	3	5	1	1
1720	3	7	1	1
1721	3	10	1	1
1722	3	4	1	1
1723	3	7	3	1
1724	3	5	1	2
1725	3	7	1	1
1726	3	10	3	1
1727	3	6	1	1
1728	3	8	1	1
1729	3	9	1	1
1730	3	4	1	1
1731	3	6	1	1
1732	3	6	1	1
1733	3	6	1	1
1734	3	6	1	1
1735	3	7	1	1
1736	3	7	1	1
1737	3	5	1	1
1738	3	10	1	1
1739	3	6	1	1
1740	3	6	1	1
1741	3	4	1	1
1742	3	5	1	1
1743	3	4	1	1
1744	3	7	1	1
1745	3	6	1	1
1746	3	6	1	1
1747	3	4	1	1
1748	3	6	1	1
1749	3	9	1	1
1750	3	4	1	1
1751	3	6	1	2
1752	3	4	1	1
1753	3	9	1	1
1754	3	6	1	1
1755	3	11	1	1
1756	3	4	1	1
1757	3	4	1	1
1758	3	5	1	1
1759	3	5	1	1
1760	3	5	1	2
1761	3	6	1	1
1762	3	5	1	1
1763	3	4	1	1
1764	3	1	1	1
1765	3	6	1	1
1766	3	10	1	1
1767	3	7	1	1
1768	3	4	1	1
1769	3	4	1	1
1770	3	10	1	2
1771	3	2	1	1
1772	3	9	1	1
1773	3	7	1	1
1774	3	6	1	1
1775	3	7	1	1
1776	3	9	1	1
1777	3	8	1	1
1778	3	6	1	1
1779	3	6	1	1
1780	3	7	1	1
1781	3	7	1	1
1782	3	8	1	1
1783	3	4	1	1
1784	3	6	1	1
1785	3	5	1	1
1786	3	5	1	1
1787	3	10	1	1
1788	3	6	1	1
1789	3	5	1	1
1790	3	8	1	1
1791	3	6	1	1
1792	3	5	1	1
1793	3	5	1	2
1794	3	10	1	1
1795	3	5	1	2
1796	3	9	1	1
1797	3	5	1	2
1798	3	9	1	1
1799	3	6	1	1
1800	3	3	1	1
1801	3	9	1	1
1802	3	9	1	1
1803	3	9	1	1
1804	3	11	1	2
1805	3	9	1	1
1806	3	9	1	1
1807	3	4	1	2
1808	3	9	1	1
1809	3	4	1	1
1810	3	5	1	1
1811	3	5	1	1
1812	3	8	1	1
1813	3	6	1	1
1814	3	4	1	1
1815	3	9	1	1
1816	3	5	1	1
1817	3	7	1	1
1818	3	5	1	1
1819	3	5	1	1
1820	3	9	1	1
1821	3	5	1	2
1822	3	9	1	1
1823	3	9	3	1
1824	3	5	1	2
1825	3	11	1	1
1826	3	5	1	1
1827	3	6	1	2
1828	3	9	1	1
1829	3	10	1	1
1830	3	4	1	1
1831	3	11	1	1
1832	3	8	1	1
1833	3	9	1	1
1834	3	5	1	1
1835	3	9	1	1
1836	3	3	1	1
1837	3	2	1	1
1838	3	6	1	1
1839	3	11	1	1
1840	3	6	1	2
1841	3	11	1	1
1842	3	3	1	1
1843	3	8	1	1
1844	3	5	1	1
1845	3	3	1	1
1846	3	9	3	1
1847	3	11	1	1
1848	3	8	1	1
1849	3	8	1	1
1850	3	5	1	1
1851	3	5	1	2
1852	3	4	1	1
1853	3	12	1	1
1854	3	11	1	1
1855	3	9	3	1
1856	3	1	3	1
1857	3	7	3	1
1858	3	9	3	1
1859	3	9	1	1
1860	3	9	1	1
1861	3	9	1	1
1862	3	5	1	1
1863	3	3	1	1
1864	3	5	1	1
1865	3	8	1	1
1866	3	11	1	1
1867	3	8	1	1
1868	3	11	1	1
1869	3	11	1	1
1870	3	9	1	1
1871	3	6	1	1
1872	3	11	1	1
1873	3	3	1	1
1874	3	5	1	1
1875	3	7	1	2
1876	3	4	1	1
1877	3	8	1	1
1878	3	9	1	1
1879	3	1	2	1
1880	3	9	1	1
1881	3	7	3	1
1882	3	3	1	1
1883	3	4	1	2
1884	3	5	1	1
1885	3	5	1	2
1886	3	3	1	1
1887	3	8	1	1
1888	3	7	3	1
1889	3	11	1	1
1890	3	5	1	2
1891	3	3	1	1
1892	3	3	1	1
1893	3	5	1	1
1894	3	7	3	1
1895	3	7	3	1
1896	3	5	1	1
1897	3	3	1	1
1898	3	10	1	1
1899	3	4	1	2
1900	3	7	1	1
1901	3	4	1	1
1902	3	3	1	1
1903	3	3	1	1
1904	3	9	1	1
1905	3	9	1	1
1906	3	11	1	1
1907	3	11	1	1
1908	3	3	1	1
1909	3	5	1	2
1910	3	8	1	1
1911	3	5	1	2
1912	3	2	1	1
1913	3	3	1	1
1914	3	5	1	2
1915	3	7	3	1
1916	3	6	1	2
1917	3	3	1	1
1918	3	4	1	2
1919	3	11	1	1
1920	3	5	1	2
1921	3	3	1	1
1922	3	5	1	2
1923	3	3	1	1
1924	3	10	1	2
1925	3	2	1	1
1926	3	2	1	1
1927	3	8	1	1
1928	3	7	1	1
1929	3	9	3	1
1930	3	9	1	1
1931	3	11	1	1
1932	3	5	1	2
1933	3	3	1	1
1934	3	4	1	1
1935	3	3	1	1
1936	3	4	1	1
1937	3	11	1	1
1938	3	4	1	1
1939	3	2	1	1
1940	3	10	1	2
1941	3	8	1	1
1942	3	7	1	2
1943	3	2	1	1
1944	3	5	1	2
1945	3	4	1	2
1946	3	7	3	1
1947	3	4	1	1
1948	3	4	1	2
1949	3	9	1	1
1950	3	5	1	2
1951	3	8	1	1
1952	3	5	1	1
1953	3	5	1	2
1954	3	7	1	1
1955	3	2	3	2
1956	3	2	1	1
1957	3	7	1	1
1958	3	4	1	1
1959	3	1	2	1
1960	3	4	1	2
1961	3	11	1	1
1962	3	3	1	1
1963	3	1	1	2
1964	3	7	1	2
1965	3	3	1	2
1966	3	7	1	2
1967	3	1	2	1
1968	3	2	1	1
1969	3	4	1	2
1970	3	4	1	2
1971	3	4	1	2
1972	3	4	1	2
1973	3	2	1	1
1974	3	3	1	1
1975	3	1	1	1
1976	3	4	1	2
1977	3	4	1	2
1978	3	4	1	1
1979	3	1	1	2
1980	3	4	1	1
1981	3	2	1	1
1982	3	4	1	2
1983	3	10	1	2
1984	3	2	1	1
1985	3	4	1	2
1986	3	3	1	2
1987	3	5	1	2
1988	3	1	1	2
1989	3	4	1	2
1990	3	4	1	2
1991	3	4	1	1
1992	3	11	1	1
1993	3	3	1	2
1994	3	3	1	1
1995	3	4	1	1
1996	3	3	1	2
1997	3	3	1	2
1998	3	5	1	2
1999	3	1	2	2
2000	3	1	1	2
2001	3	1	1	2
2002	3	4	1	2
2003	3	1	1	2
2004	3	3	1	2
2005	3	1	2	2
2006	3	1	2	2
2007	3	1	2	2
2008	3	4	1	2
2009	3	1	1	2
2010	3	11	1	1
2011	3	1	2	2
2012	3	5	1	2
2013	3	2	1	2
2014	3	5	1	2
2015	3	3	1	2
2016	3	1	2	2
2017	3	12	1	2
2018	3	4	1	2
2019	3	1	3	2
2020	3	4	1	2
2021	3	1	1	2
2022	3	1	1	1
2023	3	1	1	2
2024	3	1	1	1
2025	3	2	1	2
2026	3	1	1	1
2027	3	5	1	2
2028	3	4	1	2
2029	3	1	1	2
2030	3	5	1	2
2031	3	4	1	2
2032	3	1	1	1
2033	3	3	1	2
2034	3	1	1	2
2035	3	1	2	2
2036	3	10	1	2
2037	3	1	2	2
2038	3	1	2	2
2039	3	1	3	1
2040	3	7	1	1
2041	3	1	1	1
2042	3	3	1	2
2043	3	1	1	2
2044	3	1	1	2
2045	3	1	1	2
2046	3	1	1	2
2047	3	9	1	1
2048	3	1	1	2
2049	3	2	1	2
2050	3	1	1	2
2051	3	1	1	2
2052	3	10	1	2
2053	3	3	1	1
2054	3	6	1	2
2055	3	1	1	1
2056	3	1	2	2
2057	3	1	1	2
2058	3	1	2	1
2059	3	3	1	2
2060	3	9	1	1
2061	3	1	1	2
2062	3	1	2	2
2063	3	1	1	1
2064	3	1	1	2
2065	3	1	2	2
2066	3	12	1	1
2067	3	1	2	1
2068	3	12	1	1
2069	3	1	1	1
2070	3	1	2	2
2071	3	12	1	1
2072	3	12	1	1
2073	3	2	1	1
2074	3	2	1	1
2075	3	4	1	2
2076	3	12	1	1
2077	3	1	2	1
2078	3	3	1	2
2079	3	1	1	1
2080	3	10	1	2
2081	3	10	1	2
2082	3	12	1	1
2083	3	1	2	2
2084	3	1	2	1
2085	3	2	3	1
2086	3	2	1	1
2087	3	1	2	1
2088	3	10	1	2
2089	3	3	1	2
2090	3	1	1	1
2091	3	1	1	2
2092	3	5	1	2
2093	3	3	1	1
2094	3	2	1	1
2095	3	2	1	2
2096	3	1	2	1
2097	3	1	2	2
2098	3	1	1	1
2099	3	3	1	2
2100	3	3	1	2
2101	3	1	1	1
2102	3	1	3	1
2103	3	1	1	2
2104	3	3	1	2
2105	3	1	2	1
2106	3	1	1	2
2107	3	3	1	2
2108	3	1	2	1
2109	3	1	1	1
2110	3	2	1	2
2111	3	3	1	1
2112	3	3	1	2
2113	3	12	1	1
2114	3	2	1	2
2115	3	10	1	2
2116	3	2	1	2
2117	3	3	1	2
2118	3	2	1	1
2119	3	1	1	2
2120	3	1	1	1
2121	3	1	2	1
2122	3	2	1	1
2123	3	1	1	1
2124	3	2	1	2
2125	3	1	2	2
2126	3	4	1	2
2127	3	3	1	2
2128	3	2	1	2
2129	3	1	1	1
2130	3	1	1	2
2131	3	1	2	1
2132	3	1	2	1
2133	3	2	1	2
2134	3	1	2	2
2135	3	12	1	1
2136	3	2	1	1
2137	3	2	1	2
2138	3	12	1	1
2139	3	1	2	1
2140	3	4	1	2
2141	3	1	2	1
2142	3	1	2	2
2143	3	12	1	1
2144	3	2	1	1
2145	3	3	1	2
2146	3	12	1	1
2147	3	1	2	1
2148	3	1	2	1
2149	3	12	1	1
2150	3	10	1	2
2151	3	2	1	1
2152	3	2	1	2
2153	3	1	2	2
2154	3	3	1	2
2155	3	3	1	2
2156	3	2	1	2
2157	3	2	1	1
2158	3	2	1	1
2159	3	2	1	2
2160	3	1	2	2
2161	3	3	1	2
2162	3	2	1	2
2163	3	11	1	1
2164	3	1	2	2
2165	3	3	1	2
2166	3	2	1	2
2167	3	3	1	2
2168	3	12	1	1
2169	3	1	2	1
2170	3	1	2	1
2171	3	12	1	1
2172	3	12	1	1
2173	3	1	2	1
2174	3	1	2	1
2175	3	12	1	1
2176	3	2	1	1
2177	3	12	1	1
2178	3	1	1	1
2179	3	10	1	2
2180	3	12	1	1
2181	3	1	1	2
2182	3	2	1	1
2183	3	1	1	1
2184	3	10	1	2
2185	3	1	2	1
2186	3	1	2	1
2187	3	2	1	1
2188	3	2	1	2
2189	3	12	1	1
2190	3	1	2	1
2191	3	2	1	1
2192	3	12	1	1
2193	3	12	1	1
2194	3	12	1	1
2195	3	2	1	2
2196	3	1	1	1
2197	3	1	2	1
2198	3	1	1	1
2199	3	3	1	2
2200	3	2	1	2
2201	3	1	2	1
2202	3	10	1	1
2203	3	2	1	2
2204	3	2	1	2
2205	3	12	1	1
2206	3	1	1	1
2207	3	12	1	1
2208	3	12	1	1
2209	3	1	2	1
2210	3	1	1	1
2211	3	3	1	2
2212	3	4	1	1
2213	3	1	2	1
2214	3	1	1	1
2215	3	12	1	1
2216	3	2	1	2
2217	3	1	2	2
2218	3	1	2	1
2219	3	3	1	2
2220	3	12	1	1
2221	3	12	1	1
2222	3	10	1	2
2223	3	1	3	1
2224	3	2	1	2
2225	3	10	1	1
2226	3	1	1	1
2227	3	1	1	1
2228	3	2	1	1
2229	3	3	1	2
2230	3	1	2	1
2231	3	10	1	1
2232	3	2	1	2
2233	3	1	1	1
2234	3	4	1	2
2235	3	2	1	2
2236	3	1	2	2
2237	3	10	1	1
2238	3	10	1	1
2239	3	1	1	1
2240	3	10	1	1
2241	3	10	1	2
2242	3	11	1	2
2243	3	2	1	1
2244	3	1	1	1
2245	3	4	1	2
2246	3	11	1	1
2247	3	2	1	2
2248	3	11	1	1
2249	3	10	1	1
2250	3	10	1	2
2251	3	11	1	1
2252	3	10	1	1
2253	3	3	1	2
2254	3	10	1	1
2255	3	11	1	2
2256	3	10	1	1
2257	3	10	1	1
2258	3	3	1	2
2259	3	10	1	1
2260	3	10	1	1
2261	3	2	1	2
2262	3	3	1	2
2263	3	4	1	2
2264	3	10	1	1
2265	3	11	1	1
2266	3	10	1	1
2267	3	11	1	1
2268	3	11	1	2
2269	3	2	1	2
2270	3	7	1	2
2271	3	11	1	1
2272	3	10	1	1
2273	3	10	1	1
2274	3	10	1	2
2275	3	10	1	2
2276	3	11	1	1
2277	3	10	1	2
2278	3	2	1	2
2279	3	10	1	1
2280	3	10	1	1
2281	3	10	1	1
2282	3	7	1	1
2283	3	7	1	1
2284	4	9	1	2
2285	4	12	1	2
2286	4	7	1	2
2287	4	12	1	2
2288	4	9	1	2
2289	4	9	1	2
2290	4	12	1	2
2291	4	10	1	2
2292	4	12	1	2
2293	4	7	1	2
2294	4	9	1	2
2295	4	12	1	2
2296	4	12	1	2
2297	4	12	1	2
2298	4	12	1	2
2299	4	9	1	2
2300	4	12	1	2
2301	4	9	1	2
2302	4	9	1	2
2303	4	12	1	2
2304	4	12	1	2
2305	4	9	1	2
2306	4	9	1	2
2307	4	9	1	2
2308	4	7	1	2
2309	4	12	1	2
2310	4	9	1	2
2311	4	9	1	2
2312	4	7	1	2
2313	4	9	1	2
2314	4	9	1	2
2315	4	9	1	2
2316	4	9	1	2
2317	4	8	1	2
2318	4	9	1	2
2319	4	9	1	2
2320	4	8	1	2
2321	4	9	1	2
2322	4	11	3	2
2323	4	7	1	2
2324	4	8	1	2
2325	4	9	1	2
2326	4	8	1	2
2327	4	8	1	2
2328	4	7	1	2
2329	4	9	1	2
2330	4	8	1	2
2331	4	9	1	2
2332	4	8	1	2
2333	4	12	1	2
2334	4	8	1	2
2335	4	9	1	2
2336	4	8	1	2
2337	4	9	1	2
2338	4	8	1	2
2339	4	9	1	2
2340	4	7	1	2
2341	4	8	1	2
2342	4	8	1	2
2343	4	7	1	2
2344	4	8	1	2
2345	4	8	1	2
2346	4	7	1	2
2347	4	7	1	2
2348	4	7	1	2
2349	4	11	3	2
2350	4	7	1	2
2351	4	8	1	2
2352	4	9	1	2
2353	4	8	1	2
2354	4	7	1	2
2355	4	8	1	2
2356	4	7	1	2
2357	4	7	1	2
2358	4	7	1	2
2359	4	9	1	2
2360	4	9	1	2
2361	4	7	1	2
2362	4	7	1	2
2363	4	8	1	2
2364	4	9	1	2
2365	4	7	1	2
2366	4	8	1	2
2367	4	7	1	2
2368	4	7	1	2
2369	4	8	1	2
2370	4	7	1	2
2371	4	8	1	2
2372	4	7	1	2
2373	4	9	1	2
2374	4	7	1	2
2375	4	8	1	2
2376	4	7	1	2
2377	4	7	1	2
2378	4	7	1	2
2379	4	7	1	2
2380	4	10	1	2
2381	4	8	1	2
2382	4	8	1	2
2383	4	12	1	2
2384	4	8	1	1
2385	4	7	1	2
2386	4	7	1	2
2387	4	7	1	2
2388	4	7	1	1
2389	4	9	1	1
2390	4	8	1	1
2391	4	12	1	2
2392	4	7	1	2
2393	4	8	1	1
2394	4	8	1	1
2395	4	8	1	2
2396	4	7	1	1
2397	4	8	1	1
2398	4	7	1	1
2399	4	12	1	1
2400	4	7	1	1
2401	4	8	1	1
2402	4	12	1	1
2403	4	8	1	1
2404	4	10	1	2
2405	4	9	1	1
2406	4	7	1	1
2407	4	10	1	1
2408	4	7	1	1
2409	4	8	1	1
2410	4	7	1	1
2411	4	7	1	1
2412	4	9	1	1
2413	4	8	1	1
2414	4	9	1	1
2415	4	7	1	1
2416	4	9	1	1
2417	4	9	1	1
2418	4	7	1	1
2419	4	12	1	1
2420	4	7	1	1
2421	4	12	1	1
2422	4	7	1	1
2423	4	8	1	1
2424	4	7	1	1
2425	4	8	1	1
2426	4	8	1	1
2427	4	8	1	1
2428	4	9	1	1
2429	4	9	1	1
2430	4	9	1	1
2431	4	8	1	1
2432	4	8	1	1
2433	4	8	1	1
2434	4	9	1	1
2435	4	9	1	1
2436	4	12	1	1
2437	4	7	1	1
2438	4	7	1	1
2439	4	9	1	1
2440	4	7	1	2
2441	4	9	1	1
2442	4	7	1	1
2443	4	7	1	1
2444	4	12	1	1
2445	4	11	3	1
2446	4	7	1	1
2447	4	9	1	1
2448	4	9	1	1
2449	4	7	1	1
2450	4	10	1	1
2451	4	7	1	1
2452	4	9	1	1
2453	4	7	1	1
2454	4	12	1	1
2455	4	7	1	1
2456	4	11	3	1
2457	4	8	1	1
2458	4	9	1	1
2459	4	7	1	1
2460	4	9	1	1
2461	4	10	1	1
2462	4	9	1	1
2463	4	7	1	1
2464	4	9	1	1
2465	4	9	1	1
2466	4	8	1	1
2467	4	12	1	1
2468	4	11	3	1
2469	4	8	1	1
2470	4	7	1	1
2471	4	9	1	1
2472	4	7	1	1
2473	4	9	1	1
2474	4	9	1	1
2475	4	7	1	1
2476	4	7	1	1
2477	4	8	1	1
2478	4	7	1	1
2479	4	8	1	2
2480	4	8	1	1
2481	4	8	1	1
2482	4	9	1	1
2483	4	8	1	1
2484	4	9	1	1
2485	4	7	1	1
2486	4	8	1	1
2487	4	8	1	1
2488	4	8	1	1
2489	4	12	1	2
2490	4	8	1	2
2491	4	8	1	1
2492	4	8	1	2
2493	4	9	1	1
2494	4	8	1	1
2495	4	8	1	1
2496	4	7	1	1
2497	4	8	1	1
2498	4	9	1	1
2499	4	10	1	2
2500	4	12	1	2
2501	4	10	1	1
2502	4	12	1	2
2503	4	10	1	2
2504	4	9	1	1
2505	4	12	1	2
2506	4	12	1	2
2507	4	12	1	2
2508	4	12	1	2
2509	4	12	1	2
2510	4	12	1	2
2511	4	12	1	2
2512	4	12	1	2
2513	4	12	1	2
2514	4	12	1	1
2515	4	12	1	2
2516	4	10	1	2
2517	4	12	1	2
2518	4	12	1	2
2519	4	12	1	2
2520	4	10	1	2
2521	4	12	1	1
2522	4	12	1	2
2523	4	12	1	2
2524	4	12	1	2
2525	4	10	1	2
2526	4	12	1	2
2527	4	12	1	1
2528	4	12	1	2
2529	4	12	1	1
2530	4	10	1	2
2531	4	10	1	2
2532	4	10	1	2
2533	4	12	1	1
2534	4	12	1	1
2535	4	12	1	1
2536	4	12	1	1
2537	4	10	1	1
2538	4	12	1	1
2539	4	12	1	1
2540	4	12	1	2
2541	4	12	1	2
2542	4	12	1	1
2543	4	12	1	2
2544	4	12	1	2
2545	4	12	1	2
2546	4	10	1	2
2547	4	12	1	2
2548	4	12	1	2
2549	4	10	1	2
2550	4	10	1	1
2551	4	12	1	2
2552	4	10	1	1
2553	4	12	1	2
2554	4	10	1	1
2555	4	12	1	1
2556	4	12	1	2
2557	4	12	1	1
2558	4	12	1	1
2559	4	12	1	1
2560	4	12	1	1
2561	4	10	1	2
2562	4	12	1	2
2563	4	10	1	1
2564	4	12	1	1
2565	4	12	1	1
2566	4	12	1	1
2567	4	12	1	1
2568	4	12	1	1
2569	4	12	1	1
2570	4	12	1	2
2571	4	10	1	1
2572	4	10	1	1
2573	4	12	1	1
2574	4	12	1	1
2575	4	10	1	1
2576	4	12	1	1
2577	4	12	1	2
2578	4	10	1	1
2579	4	10	1	1
2580	4	10	1	2
2581	4	12	1	1
2582	4	12	1	1
2583	4	12	1	1
2584	4	10	1	2
2585	4	12	1	1
2586	4	12	1	1
2587	4	12	1	2
2588	4	10	1	1
2589	4	12	1	1
2590	4	12	1	1
2591	4	10	1	1
2592	4	10	1	1
2593	4	9	1	1
2594	4	12	1	1
2595	4	10	1	1
2596	4	12	1	1
2597	4	12	1	1
2598	4	12	1	1
2599	4	12	1	1
2600	4	12	1	2
2601	4	12	1	1
2602	4	12	1	1
2603	4	12	1	2
2604	4	12	1	1
2605	4	12	1	1
2606	4	12	1	2
2607	4	10	1	1
2608	4	12	1	1
2609	4	10	1	1
2610	4	12	1	2
2611	4	12	1	1
2612	4	10	1	2
2613	4	12	1	1
2614	4	8	1	1
2615	4	10	1	2
2616	4	10	1	1
2617	4	12	1	1
2618	4	12	1	2
2619	4	10	1	1
2620	4	12	1	2
2621	4	10	1	2
2622	4	10	1	1
2623	4	12	1	1
2624	4	10	1	1
2625	4	10	1	1
2626	4	10	1	1
2627	4	12	1	1
2628	4	10	1	1
2629	4	8	1	1
2630	4	12	1	1
