Sample	GSI
1899	1.0538
1900	1.0433
1901	1.0409
1902	1.0259
1903	1.0227
1904	1.0056
1905	1.0048
1906	1.0021
1907	1
1908	0.9969
1909	0.9886
1910	0.9792
1911	0.9758
1912	0.9745
1913	0.9741
1914	0.9547
1915	0.9387
1916	0.9356
1917	0.9287
1918	0.9274
1919	0.9184
1920	0.8994
1921	0.8971
1922	0.8768
1923	0.8571
1924	0.8553
1925	0.8534
1926	0.8441
1927	0.842
1928	0.8369
1929	0.8263
1930	0.8244
1931	0.8195
1932	0.8095
1933	0.7965
1934	0.7955
1935	0.7752
1936	0.7643
1937	0.7608
1938	0.751
1939	0.7396
1940	0.7181
1941	0.7136
1942	0.7125
1943	0.7083
1944	0.7047
1945	0.6364
1946	0.6008
1947	0.5955
1948	0.5761
1949	0.5633
1950	0.5555
1951	0.554
1952	0.5498
1953	0.5483
1954	0.5351
1955	0.5132
1956	0.5061
1957	0.502
1958	0.4844
1959	0.4828
1960	0.4794
1961	0.4717
1962	0.4716
1963	0.4685
1964	0.4684
1965	0.4664
1966	0.4567
1967	0.4537
1968	0.4526
1969	0.452
1970	0.45
1971	0.4492
1972	0.4464
1973	0.4446
1974	0.4367
1975	0.4354
1976	0.4353
1977	0.435
1978	0.4311
1979	0.4301
1980	0.4154
1981	0.4107
1982	0.4027
1983	0.3939
1984	0.385
1985	0.3781
1986	0.3748
1987	0.3722
1988	0.3691
1989	0.3603
1990	0.3601
1991	0.36
1992	0.357
1993	0.349
1994	0.3437
1995	0.3315
1996	0.3302
1997	0.3292
1998	0.3276
1999	0.3273
2000	0.3272
2001	0.3263
2002	0.3262
2003	0.3228
2004	0.3173
2005	0.3159
2006	0.315
2007	0.3135
2008	0.313
2009	0.3097
2010	0.3086
2011	0.3078
2012	0.3071
2013	0.3046
2014	0.3015
2015	0.2978
2016	0.2967
2017	0.2954
2018	0.291
2019	0.2885
2020	0.2865
2021	0.2827
2022	0.2821
2023	0.2814
2024	0.2777
2025	0.2768
2026	0.2747
2027	0.2727
2028	0.272
2029	0.2691
2030	0.2668
2031	0.2654
2032	0.2645
2033	0.2644
2034	0.2632
2035	0.2617
2036	0.2615
2037	0.2596
2038	0.2589
2039	0.2587
2040	0.2577
2041	0.2571
2042	0.2543
2043	0.2529
2044	0.2465
2045	0.2419
2046	0.2405
2047	0.238
2048	0.2361
2049	0.2354
2050	0.2352
2051	0.235
2052	0.2344
2053	0.2344
2054	0.2321
2055	0.2313
2056	0.2304
2057	0.2303
2058	0.2274
2059	0.2263
2060	0.2253
2061	0.2246
2062	0.2238
2063	0.2223
2064	0.2217
2065	0.2209
2066	0.2193
2067	0.2189
2068	0.2148
2069	0.2141
2070	0.2112
2071	0.2097
2072	0.2095
2073	0.2076
2074	0.2067
2075	0.2061
2076	0.2054
2077	0.2044
2078	0.2038
2079	0.2031
2080	0.2029
2081	0.2029
2082	0.2013
2083	0.2012
2084	0.1986
2085	0.1985
2086	0.198
2087	0.1973
2088	0.1971
2089	0.1963
2090	0.1955
2091	0.194
2092	0.1933
2093	0.1898
2094	0.1869
2095	0.1858
2096	0.1854
2097	0.1828
2098	0.182
2099	0.1798
2100	0.179
2101	0.1786
2102	0.1735
2103	0.1711
2104	0.1711
2105	0.1698
2106	0.1693
2107	0.1669
2108	0.1663
2109	0.1622
2110	0.1621
2111	0.1608
2112	0.1608
2113	0.1605
2114	0.1604
2115	0.1602
2116	0.1601
2117	0.1601
2118	0.1599
2119	0.1594
2120	0.1586
2121	0.1584
2122	0.1584
2123	0.1583
2124	0.158
2125	0.1575
2126	0.1572
2127	0.1567
2128	0.1565
2129	0.1563
2130	0.1554
2131	0.155
2132	0.1545
2133	0.1543
2134	0.154
2135	0.1536
2136	0.1535
2137	0.1531
2138	0.1528
2139	0.1527
2140	0.1519
2141	0.1509
2142	0.1508
2143	0.15
2144	0.15
2145	0.1491
2146	0.1462
2147	0.1456
2148	0.1436
2149	0.1415
2150	0.1413
2151	0.1411
2152	0.1408
2153	0.1405
2154	0.14
2155	0.1399
2156	0.1387
2157	0.1383
2158	0.1374
2159	0.1369
2160	0.136
2161	0.1351
2162	0.1329
2163	0.1328
2164	0.1323
2165	0.1322
2166	0.1321
2167	0.132
2168	0.1319
2169	0.1303
2170	0.1301
2171	0.1296
2172	0.1293
2173	0.1287
2174	0.1286
2175	0.1282
2176	0.1274
2177	0.1272
2178	0.1265
2179	0.1261
2180	0.126
2181	0.1246
2182	0.1246
2183	0.1236
2184	0.1231
2185	0.122
2186	0.1211
2187	0.1211
2188	0.1211
2189	0.1206
2190	0.1202
2191	0.1202
2192	0.1189
2193	0.1162
2194	0.1156
2195	0.1147
2196	0.1137
2197	0.1135
2198	0.1132
2199	0.1131
2200	0.1126
2201	0.1124
2202	0.1116
2203	0.1073
2204	0.1066
2205	0.1051
2206	0.1051
2207	0.1045
2208	0.1041
2209	0.1031
2210	0.1021
2211	0.1004
2212	0.1
2213	0.0991
2214	0.099
2215	0.0984
2216	0.0984
2217	0.0976
2218	0.0954
2219	0.0934
2220	0.0932
2221	0.091
2222	0.0907
2223	0.089
2224	0.0885
2225	0.0877
2226	0.0875
2227	0.0866
2228	0.0854
2229	0.0847
2230	0.0844
2231	0.0831
2232	0.0812
2233	0.0798
2234	0.0797
2235	0.0761
2236	0.073
2237	0.0714
2238	0.0706
2239	0.0686
2240	0.0679
2241	0.0671
2242	0.0665
2243	0.0644
2244	0.0643
2245	0.0643
2246	0.0639
2247	0.0638
2248	0.0637
2249	0.0633
2250	0.0618
2251	0.0593
2252	0.0568
2253	0.0564
2254	0.0558
2255	0.0549
2256	0.0533
2257	0.0519
2258	0.0506
2259	0.0502
2260	0.0479
2261	0.0457
2262	0.0449
2263	0.0441
2264	0.0435
2265	0.0433
2266	0.0411
2267	0.0407
2268	0.0403
2269	0.0399
2270	0.0394
2271	0.0387
2272	0.0366
2273	0.035
2274	0.0349
2275	0.034
2276	0.0275
2277	0.0246
2278	0.0243
2279	0.024
2280	0.0237
2281	0.0207
2282	0.0124
2283	0.0064
2284	10.6168
2285	10.4052
2286	10.279
2287	10.0054
2288	9.9784
2289	9.7664
2290	9.745
2291	9.6262
2292	9.5746
2293	9.5509
2294	9.4658
2295	9.3888
2296	9.247
2297	9.1072
2298	9.0272
2299	9.0189
2300	8.9694
2301	8.9471
2302	8.7816
2303	8.718
2304	8.6294
2305	8.5398
2306	8.33
2307	8.2559
2308	8.12
2309	8.0801
2310	7.9514
2311	7.9126
2312	7.8473
2313	7.8125
2314	7.694
2315	7.6533
2316	7.4819
2317	7.4559
2318	7.3815
2319	7.2984
2320	7.2771
2321	7.2762
2322	7.2079
2323	7.2065
2324	7.088
2325	7.0761
2326	7.0594
2327	7.0341
2328	7.0037
2329	6.9806
2330	6.9764
2331	6.9489
2332	6.8732
2333	6.7772
2334	6.7329
2335	6.7143
2336	6.6702
2337	6.5903
2338	6.5275
2339	6.5074
2340	6.4624
2341	6.4304
2342	6.3833
2343	6.2984
2344	6.2169
2345	6.2105
2346	6.162
2347	6.1186
2348	6.0811
2349	6.025
2350	5.9961
2351	5.8421
2352	5.8405
2353	5.8356
2354	5.7889
2355	5.7557
2356	5.7426
2357	5.7004
2358	5.6662
2359	5.6539
2360	5.6233
2361	5.6163
2362	5.6025
2363	5.5047
2364	5.4743
2365	5.4055
2366	5.3754
2367	5.3256
2368	5.2587
2369	5.1891
2370	5.1679
2371	5.1657
2372	5.138
2373	5.0541
2374	5.0117
2375	4.9892
2376	4.9498
2377	4.8305
2378	4.7949
2379	4.7813
2380	4.5348
2381	4.193
2382	4.0386
2383	4.0062
2384	3.9413
2385	3.9391
2386	3.9367
2387	3.833
2388	3.5933
2389	3.5575
2390	3.4574
2391	3.3422
2392	3.2836
2393	3.215
2394	3.1444
2395	3.107
2396	3.0629
2397	3.0269
2398	3.0089
2399	2.9877
2400	2.8942
2401	2.8734
2402	2.8268
2403	2.811
2404	2.8079
2405	2.7886
2406	2.7764
2407	2.7625
2408	2.7169
2409	2.6957
2410	2.6439
2411	2.626
2412	2.6213
2413	2.5917
2414	2.5463
2415	2.5134
2416	2.4386
2417	2.4196
2418	2.4094
2419	2.3914
2420	2.3901
2421	2.3556
2422	2.3337
2423	2.3228
2424	2.2995
2425	2.2863
2426	2.2853
2427	2.2784
2428	2.2658
2429	2.261
2430	2.1705
2431	2.1028
2432	2.101
2433	2.065
2434	2.0529
2435	2.0231
2436	2.0204
2437	2.006
2438	2.0027
2439	1.9752
2440	1.9737
2441	1.9651
2442	1.9554
2443	1.9293
2444	1.9247
2445	1.923
2446	1.8931
2447	1.8856
2448	1.8512
2449	1.843
2450	1.8067
2451	1.7896
2452	1.7842
2453	1.7537
2454	1.746
2455	1.7194
2456	1.7106
2457	1.7005
2458	1.6958
2459	1.6549
2460	1.5621
2461	1.505
2462	1.5029
2463	1.4699
2464	1.4481
2465	1.4393
2466	1.4144
2467	1.4098
2468	1.3951
2469	1.3893
2470	1.3299
2471	1.3233
2472	1.3083
2473	1.2351
2474	1.2333
2475	1.2084
2476	1.1803
2477	1.1533
2478	1.1449
2479	1.1131
2480	1.0771
2481	1.0638
2482	1.0622
2483	1.0102
2484	0.9857
2485	0.9749
2486	0.9003
2487	0.8995
2488	0.8811
2489	0.8726
2490	0.8301
2491	0.7531
2492	0.7475
2493	0.6579
2494	0.6552
2495	0.6546
2496	0.6435
2497	0.6407
2498	0.6085
2499	0.5587
2500	0.5538
2501	0.5
2502	0.4957
2503	0.4825
2504	0.4441
2505	0.4056
2506	0.4026
2507	0.3667
2508	0.362
2509	0.3259
2510	0.3168
2511	0.2969
2512	0.2847
2513	0.2788
2514	0.2481
2515	0.2391
2516	0.2364
2517	0.2263
2518	0.2222
2519	0.2127
2520	0.2103
2521	0.2082
2522	0.205
2523	0.1806
2524	0.177
2525	0.1706
2526	0.1697
2527	0.1614
2528	0.1551
2529	0.1516
2530	0.1468
2531	0.1456
2532	0.1439
2533	0.1432
2534	0.1432
2535	0.1424
2536	0.1419
2537	0.1406
2538	0.1406
2539	0.1402
2540	0.1396
2541	0.1394
2542	0.1366
2543	0.136
2544	0.1346
2545	0.1317
2546	0.1281
2547	0.128
2548	0.1264
2549	0.124
2550	0.1225
2551	0.122
2552	0.1206
2553	0.1181
2554	0.1173
2555	0.1103
2556	0.1087
2557	0.1082
2558	0.1078
2559	0.1061
2560	0.1057
2561	0.1039
2562	0.1026
2563	0.1003
2564	0.1
2565	0.0996
2566	0.0985
2567	0.0977
2568	0.0962
2569	0.0952
2570	0.0933
2571	0.0904
2572	0.0902
2573	0.0899
2574	0.0894
2575	0.0893
2576	0.0891
2577	0.0889
2578	0.0874
2579	0.0849
2580	0.0835
2581	0.0826
2582	0.0806
2583	0.0805
2584	0.0802
2585	0.0796
2586	0.0789
2587	0.0789
2588	0.0786
2589	0.0776
2590	0.0773
2591	0.0765
2592	0.076
2593	0.0757
2594	0.0755
2595	0.0741
2596	0.0741
2597	0.0733
2598	0.0731
2599	0.0728
2600	0.072
2601	0.071
2602	0.0693
2603	0.0686
2604	0.0678
2605	0.0676
2606	0.0658
2607	0.0657
2608	0.0654
2609	0.063
2610	0.0628
2611	0.0577
2612	0.0574
2613	0.0567
2614	0.054
2615	0.0538
2616	0.053
2617	0.0497
2618	0.0492
2619	0.0481
2620	0.0464
2621	0.0462
2622	0.0455
2623	0.0452
2624	0.0423
2625	0.0417
2626	0.0398
2627	0.0398
2628	0.0367
2629	0.0358
2630	0.0356
2631	0.0349
2632	0.0343
2633	0.0335
2634	0.0331
2635	0.0308
2636	0.0307
2637	0.0292
2638	0.0258
2639	0.0257
2640	0.02
2641	0.0191
2642	0.0165
2643	0.0132
2644	0.007
