Sample Year Month Location Sex GSI
1451 1451 2 2 1 1 0.073
1452 1452 2 2 1 1 0.0711
1453 1453 2 1 1 1 0.0707
1456 1456 2 12 1 1 0.0688
1461 1461 2 12 1 1 0.0639
1470 1470 2 11 1 1 0.0583
1475 1475 2 12 1 1 0.0546
1477 1477 2 2 1 1 0.054
1478 1478 2 2 1 1 0.0519
1479 1479 2 1 1 1 0.0511
1481 1481 2 12 1 1 0.0497
1485 1485 2 12 1 1 0.0456
1486 1486 2 10 1 1 0.0451
1487 1487 2 1 1 1 0.0427
1490 1490 2 2 1 1 0.0422
1491 1491 2 12 1 1 0.0409
1497 1497 2 2 1 1 0.0356
1499 1499 2 11 1 1 0.0327
1502 1502 2 1 1 1 0.0311
1505 1505 2 1 1 1 0.0279
1506 1506 2 2 1 1 0.0275
1507 1507 2 1 1 1 0.0273
1508 1508 2 12 1 1 0.0271
1510 1510 2 2 1 1 0.023
1514 1514 2 2 1 1 0.0198
1515 1515 2 1 1 1 0.0188
1517 1517 2 4 3 1 0.0157
1518 1518 2 11 1 1 0.0156
1519 1519 2 8 1 1 0.0072
1671 1671 3 4 1 1 4.5461
1676 1676 3 10 1 1 4.3298
1679 1679 3 7 1 1 4.0077
1683 1683 3 7 1 1 3.8539
1685 1685 3 7 1 1 3.6782
1686 1686 3 8 1 1 3.5841
1687 1687 3 6 1 1 3.5432
1691 1691 3 6 1 1 3.3677
1692 1692 3 10 1 1 3.3474
1693 1693 3 7 1 1 3.3018
1694 1694 3 7 1 1 3.2127
1695 1695 3 6 1 1 3.2008
1696 1696 3 11 1 1 3.1724
1697 1697 3 6 1 1 3.1514
1698 1698 3 7 1 1 3.1343
1699 1699 3 7 1 1 3.1056
1700 1700 3 6 1 1 3.0962
1701 1701 3 7 1 1 3.0758
1702 1702 3 6 1 1 3.0692
1704 1704 3 7 1 1 3.0409
1705 1705 3 5 1 1 2.9466
1706 1706 3 7 1 1 2.9211
1707 1707 3 6 1 1 2.9071
1708 1708 3 8 1 1 2.9065
1709 1709 3 8 1 1 2.902
1711 1711 3 10 1 1 2.8672
1713 1713 3 7 3 1 2.8344
1715 1715 3 4 1 1 2.8229
1716 1716 3 7 1 1 2.7935
1717 1717 3 7 1 1 2.787
1718 1718 3 5 1 1 2.7839
1719 1719 3 5 1 1 2.7711
1720 1720 3 7 1 1 2.7686
1721 1721 3 10 1 1 2.7548
1722 1722 3 4 1 1 2.7387
1723 1723 3 7 3 1 2.7273
1725 1725 3 7 1 1 2.7076
1726 1726 3 10 3 1 2.7019
1727 1727 3 6 1 1 2.6984
1728 1728 3 8 1 1 2.6953
1729 1729 3 9 1 1 2.6621
1730 1730 3 4 1 1 2.6569
1731 1731 3 6 1 1 2.6483
1732 1732 3 6 1 1 2.6345
1733 1733 3 6 1 1 2.6009
1734 1734 3 6 1 1 2.5895
1735 1735 3 7 1 1 2.5777
1736 1736 3 7 1 1 2.5763
1737 1737 3 5 1 1 2.5321
1738 1738 3 10 1 1 2.4984
1739 1739 3 6 1 1 2.4976
1740 1740 3 6 1 1 2.4955
1741 1741 3 4 1 1 2.4953
1742 1742 3 5 1 1 2.4917
1743 1743 3 4 1 1 2.4906
1744 1744 3 7 1 1 2.478
1745 1745 3 6 1 1 2.4763
1746 1746 3 6 1 1 2.4601
1747 1747 3 4 1 1 2.4528
1748 1748 3 6 1 1 2.4522
1749 1749 3 9 1 1 2.4475
1750 1750 3 4 1 1 2.4073
1752 1752 3 4 1 1 2.3846
1753 1753 3 9 1 1 2.3827
1754 1754 3 6 1 1 2.3782
1755 1755 3 11 1 1 2.3742
1756 1756 3 4 1 1 2.3645
1757 1757 3 4 1 1 2.3625
1758 1758 3 5 1 1 2.3624
1759 1759 3 5 1 1 2.3578
1761 1761 3 6 1 1 2.3242
1762 1762 3 5 1 1 2.3231
1763 1763 3 4 1 1 2.3218
1764 1764 3 1 1 1 2.311
1765 1765 3 6 1 1 2.3086
1766 1766 3 10 1 1 2.3085
1767 1767 3 7 1 1 2.3047
1768 1768 3 4 1 1 2.2917
1769 1769 3 4 1 1 2.2888
1771 1771 3 2 1 1 2.2751
1772 1772 3 9 1 1 2.2742
1773 1773 3 7 1 1 2.2736
1774 1774 3 6 1 1 2.2594
1775 1775 3 7 1 1 2.2491
1776 1776 3 9 1 1 2.238
1777 1777 3 8 1 1 2.2111
1778 1778 3 6 1 1 2.1912
1779 1779 3 6 1 1 2.1726
1780 1780 3 7 1 1 2.169
1781 1781 3 7 1 1 2.1686
1782 1782 3 8 1 1 2.1526
1783 1783 3 4 1 1 2.1248
1784 1784 3 6 1 1 2.1041
1785 1785 3 5 1 1 2.0947
1786 1786 3 5 1 1 2.0845
1787 1787 3 10 1 1 2.0833
1788 1788 3 6 1 1 2.08
1789 1789 3 5 1 1 2.0667
1790 1790 3 8 1 1 2.0643
1791 1791 3 6 1 1 2.0612
1792 1792 3 5 1 1 2.0554
1794 1794 3 10 1 1 2.0401
1796 1796 3 9 1 1 2.0305
1798 1798 3 9 1 1 1.9926
1799 1799 3 6 1 1 1.9837
1800 1800 3 3 1 1 1.9816
1801 1801 3 9 1 1 1.9756
1802 1802 3 9 1 1 1.9244
1803 1803 3 9 1 1 1.916
1805 1805 3 9 1 1 1.9085
1806 1806 3 9 1 1 1.9068
1808 1808 3 9 1 1 1.9007
1809 1809 3 4 1 1 1.8888
1810 1810 3 5 1 1 1.8596
1811 1811 3 5 1 1 1.8502
1812 1812 3 8 1 1 1.8322
1813 1813 3 6 1 1 1.8243
1814 1814 3 4 1 1 1.8182
1815 1815 3 9 1 1 1.8095
1816 1816 3 5 1 1 1.8072
1817 1817 3 7 1 1 1.8044
1818 1818 3 5 1 1 1.7994
1819 1819 3 5 1 1 1.7952
1820 1820 3 9 1 1 1.7925
1822 1822 3 9 1 1 1.7585
1823 1823 3 9 3 1 1.7311
1825 1825 3 11 1 1 1.7191
1826 1826 3 5 1 1 1.7188
1828 1828 3 9 1 1 1.6951
1829 1829 3 10 1 1 1.6734
1830 1830 3 4 1 1 1.6631
1831 1831 3 11 1 1 1.6514
1832 1832 3 8 1 1 1.645
1833 1833 3 9 1 1 1.6377
1834 1834 3 5 1 1 1.6106
1835 1835 3 9 1 1 1.5946
1836 1836 3 3 1 1 1.5662
1837 1837 3 2 1 1 1.5612
1838 1838 3 6 1 1 1.5555
1839 1839 3 11 1 1 1.545
1841 1841 3 11 1 1 1.5331
1842 1842 3 3 1 1 1.5242
1843 1843 3 8 1 1 1.519
1844 1844 3 5 1 1 1.5174
1845 1845 3 3 1 1 1.506
1846 1846 3 9 3 1 1.5055
1847 1847 3 11 1 1 1.5054
1848 1848 3 8 1 1 1.4969
1849 1849 3 8 1 1 1.476
1850 1850 3 5 1 1 1.4748
1852 1852 3 4 1 1 1.4721
1853 1853 3 12 1 1 1.4637
1854 1854 3 11 1 1 1.4465
1855 1855 3 9 3 1 1.4455
1856 1856 3 1 3 1 1.4385
1857 1857 3 7 3 1 1.4383
1858 1858 3 9 3 1 1.4375
1859 1859 3 9 1 1 1.4367
1860 1860 3 9 1 1 1.4204
1861 1861 3 9 1 1 1.4124
1862 1862 3 5 1 1 1.4107
1863 1863 3 3 1 1 1.407
1864 1864 3 5 1 1 1.3994
1865 1865 3 8 1 1 1.3938
1866 1866 3 11 1 1 1.3854
1867 1867 3 8 1 1 1.3794
1868 1868 3 11 1 1 1.3684
1869 1869 3 11 1 1 1.3625
1870 1870 3 9 1 1 1.357
1871 1871 3 6 1 1 1.3457
1872 1872 3 11 1 1 1.3228
1873 1873 3 3 1 1 1.3191
1874 1874 3 5 1 1 1.3018
1876 1876 3 4 1 1 1.2695
1877 1877 3 8 1 1 1.2689
1878 1878 3 9 1 1 1.2687
1879 1879 3 1 2 1 1.2545
1880 1880 3 9 1 1 1.2413
1881 1881 3 7 3 1 1.2359
1882 1882 3 3 1 1 1.2348
1884 1884 3 5 1 1 1.1933
1886 1886 3 3 1 1 1.1803
1887 1887 3 8 1 1 1.1557
1888 1888 3 7 3 1 1.1346
1889 1889 3 11 1 1 1.1332
1891 1891 3 3 1 1 1.1124
1892 1892 3 3 1 1 1.1097
1893 1893 3 5 1 1 1.1
1894 1894 3 7 3 1 1.0995
1895 1895 3 7 3 1 1.0958
1896 1896 3 5 1 1 1.091
1897 1897 3 3 1 1 1.0879
1898 1898 3 10 1 1 1.0764
1900 1900 3 7 1 1 1.0433
1901 1901 3 4 1 1 1.0409
1902 1902 3 3 1 1 1.0259
1903 1903 3 3 1 1 1.0227
1904 1904 3 9 1 1 1.0056
1905 1905 3 9 1 1 1.0048
1906 1906 3 11 1 1 1.0021
1907 1907 3 11 1 1 1
1908 1908 3 3 1 1 0.9969
1910 1910 3 8 1 1 0.9792
1912 1912 3 2 1 1 0.9745
1913 1913 3 3 1 1 0.9741
1915 1915 3 7 3 1 0.9387
1917 1917 3 3 1 1 0.9287
1919 1919 3 11 1 1 0.9184
1921 1921 3 3 1 1 0.8971
1923 1923 3 3 1 1 0.8571
1925 1925 3 2 1 1 0.8534
1926 1926 3 2 1 1 0.8441
1927 1927 3 8 1 1 0.842
1928 1928 3 7 1 1 0.8369
1929 1929 3 9 3 1 0.8263
1930 1930 3 9 1 1 0.8244
1931 1931 3 11 1 1 0.8195
1933 1933 3 3 1 1 0.7965
1934 1934 3 4 1 1 0.7955
1935 1935 3 3 1 1 0.7752
1936 1936 3 4 1 1 0.7643
1937 1937 3 11 1 1 0.7608
1938 1938 3 4 1 1 0.751
1939 1939 3 2 1 1 0.7396
1941 1941 3 8 1 1 0.7136
1943 1943 3 2 1 1 0.7083
1946 1946 3 7 3 1 0.6008
1947 1947 3 4 1 1 0.5955
1949 1949 3 9 1 1 0.5633
1951 1951 3 8 1 1 0.554
1952 1952 3 5 1 1 0.5498
1954 1954 3 7 1 1 0.5351
1956 1956 3 2 1 1 0.5061
1957 1957 3 7 1 1 0.502
1958 1958 3 4 1 1 0.4844
1959 1959 3 1 2 1 0.4828
1961 1961 3 11 1 1 0.4717
1962 1962 3 3 1 1 0.4716
1967 1967 3 1 2 1 0.4537
1968 1968 3 2 1 1 0.4526
1973 1973 3 2 1 1 0.4446
1974 1974 3 3 1 1 0.4367
1975 1975 3 1 1 1 0.4354
1978 1978 3 4 1 1 0.4311
1980 1980 3 4 1 1 0.4154
1981 1981 3 2 1 1 0.4107
1984 1984 3 2 1 1 0.385
1991 1991 3 4 1 1 0.36
1992 1992 3 11 1 1 0.357
1994 1994 3 3 1 1 0.3437
1995 1995 3 4 1 1 0.3315
2010 2010 3 11 1 1 0.3086
2022 2022 3 1 1 1 0.2821
2024 2024 3 1 1 1 0.2777
2026 2026 3 1 1 1 0.2747
2032 2032 3 1 1 1 0.2645
2039 2039 3 1 3 1 0.2587
2040 2040 3 7 1 1 0.2577
2041 2041 3 1 1 1 0.2571
2047 2047 3 9 1 1 0.238
2053 2053 3 3 1 1 0.2344
2055 2055 3 1 1 1 0.2313
2058 2058 3 1 2 1 0.2274
2060 2060 3 9 1 1 0.2253
2063 2063 3 1 1 1 0.2223
2066 2066 3 12 1 1 0.2193
2067 2067 3 1 2 1 0.2189
2068 2068 3 12 1 1 0.2148
2069 2069 3 1 1 1 0.2141
2071 2071 3 12 1 1 0.2097
2072 2072 3 12 1 1 0.2095
2073 2073 3 2 1 1 0.2076
2074 2074 3 2 1 1 0.2067
2076 2076 3 12 1 1 0.2054
2077 2077 3 1 2 1 0.2044
2079 2079 3 1 1 1 0.2031
2082 2082 3 12 1 1 0.2013
2084 2084 3 1 2 1 0.1986
2085 2085 3 2 3 1 0.1985
2086 2086 3 2 1 1 0.198
2087 2087 3 1 2 1 0.1973
2090 2090 3 1 1 1 0.1955
2093 2093 3 3 1 1 0.1898
2094 2094 3 2 1 1 0.1869
2096 2096 3 1 2 1 0.1854
2098 2098 3 1 1 1 0.182
2101 2101 3 1 1 1 0.1786
2102 2102 3 1 3 1 0.1735
2105 2105 3 1 2 1 0.1698
2108 2108 3 1 2 1 0.1663
2109 2109 3 1 1 1 0.1622
2111 2111 3 3 1 1 0.1608
2113 2113 3 12 1 1 0.1605
2118 2118 3 2 1 1 0.1599
2120 2120 3 1 1 1 0.1586
2121 2121 3 1 2 1 0.1584
2122 2122 3 2 1 1 0.1584
2123 2123 3 1 1 1 0.1583
2129 2129 3 1 1 1 0.1563
2131 2131 3 1 2 1 0.155
2132 2132 3 1 2 1 0.1545
2135 2135 3 12 1 1 0.1536
2136 2136 3 2 1 1 0.1535
2138 2138 3 12 1 1 0.1528
2139 2139 3 1 2 1 0.1527
2141 2141 3 1 2 1 0.1509
2143 2143 3 12 1 1 0.15
2144 2144 3 2 1 1 0.15
2146 2146 3 12 1 1 0.1462
2147 2147 3 1 2 1 0.1456
2148 2148 3 1 2 1 0.1436
2149 2149 3 12 1 1 0.1415
2151 2151 3 2 1 1 0.1411
2157 2157 3 2 1 1 0.1383
2158 2158 3 2 1 1 0.1374
2163 2163 3 11 1 1 0.1328
2168 2168 3 12 1 1 0.1319
2169 2169 3 1 2 1 0.1303
2170 2170 3 1 2 1 0.1301
2171 2171 3 12 1 1 0.1296
2172 2172 3 12 1 1 0.1293
2173 2173 3 1 2 1 0.1287
2174 2174 3 1 2 1 0.1286
2175 2175 3 12 1 1 0.1282
2176 2176 3 2 1 1 0.1274
2177 2177 3 12 1 1 0.1272
2178 2178 3 1 1 1 0.1265
2180 2180 3 12 1 1 0.126
2182 2182 3 2 1 1 0.1246
2183 2183 3 1 1 1 0.1236
2185 2185 3 1 2 1 0.122
2186 2186 3 1 2 1 0.1211
2187 2187 3 2 1 1 0.1211
2189 2189 3 12 1 1 0.1206
2190 2190 3 1 2 1 0.1202
2191 2191 3 2 1 1 0.1202
2192 2192 3 12 1 1 0.1189
2193 2193 3 12 1 1 0.1162
2194 2194 3 12 1 1 0.1156
2196 2196 3 1 1 1 0.1137
2197 2197 3 1 2 1 0.1135
2198 2198 3 1 1 1 0.1132
2201 2201 3 1 2 1 0.1124
2202 2202 3 10 1 1 0.1116
2205 2205 3 12 1 1 0.1051
2206 2206 3 1 1 1 0.1051
2207 2207 3 12 1 1 0.1045
2208 2208 3 12 1 1 0.1041
2209 2209 3 1 2 1 0.1031
2210 2210 3 1 1 1 0.1021
2212 2212 3 4 1 1 0.1
2213 2213 3 1 2 1 0.0991
2214 2214 3 1 1 1 0.099
2215 2215 3 12 1 1 0.0984
2218 2218 3 1 2 1 0.0954
2220 2220 3 12 1 1 0.0932
2221 2221 3 12 1 1 0.091
2223 2223 3 1 3 1 0.089
2225 2225 3 10 1 1 0.0877
2226 2226 3 1 1 1 0.0875
2227 2227 3 1 1 1 0.0866
2228 2228 3 2 1 1 0.0854
2230 2230 3 1 2 1 0.0844
2231 2231 3 10 1 1 0.0831
2233 2233 3 1 1 1 0.0798
2237 2237 3 10 1 1 0.0714
2238 2238 3 10 1 1 0.0706
2239 2239 3 1 1 1 0.0686
2240 2240 3 10 1 1 0.0679
2243 2243 3 2 1 1 0.0644
2244 2244 3 1 1 1 0.0643
2246 2246 3 11 1 1 0.0639
2248 2248 3 11 1 1 0.0637
2249 2249 3 10 1 1 0.0633
2251 2251 3 11 1 1 0.0593
2252 2252 3 10 1 1 0.0568
2254 2254 3 10 1 1 0.0558
2256 2256 3 10 1 1 0.0533
2257 2257 3 10 1 1 0.0519
2259 2259 3 10 1 1 0.0502
2260 2260 3 10 1 1 0.0479
2264 2264 3 10 1 1 0.0435
2265 2265 3 11 1 1 0.0433
2266 2266 3 10 1 1 0.0411
2267 2267 3 11 1 1 0.0407
2271 2271 3 11 1 1 0.0387
2272 2272 3 10 1 1 0.0366
2273 2273 3 10 1 1 0.035
2276 2276 3 11 1 1 0.0275
2279 2279 3 10 1 1 0.024
2280 2280 3 10 1 1 0.0237
2281 2281 3 10 1 1 0.0207
2282 2282 3 7 1 1 0.0124
2283 2283 3 7 1 1 0.0064
2384 2384 4 8 1 1 3.9413
2388 2388 4 7 1 1 3.5933
2389 2389 4 9 1 1 3.5575
2390 2390 4 8 1 1 3.4574
2393 2393 4 8 1 1 3.215
2394 2394 4 8 1 1 3.1444
2396 2396 4 7 1 1 3.0629
2397 2397 4 8 1 1 3.0269
2398 2398 4 7 1 1 3.0089
2399 2399 4 12 1 1 2.9877
2400 2400 4 7 1 1 2.8942
2401 2401 4 8 1 1 2.8734
2402 2402 4 12 1 1 2.8268
2403 2403 4 8 1 1 2.811
2405 2405 4 9 1 1 2.7886
2406 2406 4 7 1 1 2.7764
2407 2407 4 10 1 1 2.7625
2408 2408 4 7 1 1 2.7169
2409 2409 4 8 1 1 2.6957
2410 2410 4 7 1 1 2.6439
2411 2411 4 7 1 1 2.626
2412 2412 4 9 1 1 2.6213
2413 2413 4 8 1 1 2.5917
2414 2414 4 9 1 1 2.5463
2415 2415 4 7 1 1 2.5134
2416 2416 4 9 1 1 2.4386
2417 2417 4 9 1 1 2.4196
2418 2418 4 7 1 1 2.4094
2419 2419 4 12 1 1 2.3914
2420 2420 4 7 1 1 2.3901
2421 2421 4 12 1 1 2.3556
2422 2422 4 7 1 1 2.3337
2423 2423 4 8 1 1 2.3228
2424 2424 4 7 1 1 2.2995
2425 2425 4 8 1 1 2.2863
2426 2426 4 8 1 1 2.2853
2427 2427 4 8 1 1 2.2784
2428 2428 4 9 1 1 2.2658
2429 2429 4 9 1 1 2.261
2430 2430 4 9 1 1 2.1705
2431 2431 4 8 1 1 2.1028
2432 2432 4 8 1 1 2.101
2433 2433 4 8 1 1 2.065
2434 2434 4 9 1 1 2.0529
2435 2435 4 9 1 1 2.0231
2436 2436 4 12 1 1 2.0204
2437 2437 4 7 1 1 2.006
2438 2438 4 7 1 1 2.0027
2439 2439 4 9 1 1 1.9752
2441 2441 4 9 1 1 1.9651
2442 2442 4 7 1 1 1.9554
2443 2443 4 7 1 1 1.9293
2444 2444 4 12 1 1 1.9247
2445 2445 4 11 3 1 1.923
2446 2446 4 7 1 1 1.8931
2447 2447 4 9 1 1 1.8856
2448 2448 4 9 1 1 1.8512
2449 2449 4 7 1 1 1.843
2450 2450 4 10 1 1 1.8067
2451 2451 4 7 1 1 1.7896
2452 2452 4 9 1 1 1.7842
2453 2453 4 7 1 1 1.7537
2454 2454 4 12 1 1 1.746
2455 2455 4 7 1 1 1.7194
2456 2456 4 11 3 1 1.7106
2457 2457 4 8 1 1 1.7005
2458 2458 4 9 1 1 1.6958
2459 2459 4 7 1 1 1.6549
2460 2460 4 9 1 1 1.5621
2461 2461 4 10 1 1 1.505
2462 2462 4 9 1 1 1.5029
2463 2463 4 7 1 1 1.4699
2464 2464 4 9 1 1 1.4481
2465 2465 4 9 1 1 1.4393
2466 2466 4 8 1 1 1.4144
2467 2467 4 12 1 1 1.4098
2468 2468 4 11 3 1 1.3951
2469 2469 4 8 1 1 1.3893
2470 2470 4 7 1 1 1.3299
2471 2471 4 9 1 1 1.3233
2472 2472 4 7 1 1 1.3083
2473 2473 4 9 1 1 1.2351
2474 2474 4 9 1 1 1.2333
2475 2475 4 7 1 1 1.2084
2476 2476 4 7 1 1 1.1803
2477 2477 4 8 1 1 1.1533
2478 2478 4 7 1 1 1.1449
2480 2480 4 8 1 1 1.0771
2481 2481 4 8 1 1 1.0638
2482 2482 4 9 1 1 1.0622
2483 2483 4 8 1 1 1.0102
2484 2484 4 9 1 1 0.9857
2485 2485 4 7 1 1 0.9749
2486 2486 4 8 1 1 0.9003
2487 2487 4 8 1 1 0.8995
2488 2488 4 8 1 1 0.8811
2491 2491 4 8 1 1 0.7531
2493 2493 4 9 1 1 0.6579
2494 2494 4 8 1 1 0.6552
2495 2495 4 8 1 1 0.6546
2496 2496 4 7 1 1 0.6435
2497 2497 4 8 1 1 0.6407
2498 2498 4 9 1 1 0.6085
2501 2501 4 10 1 1 0.5
2504 2504 4 9 1 1 0.4441
2514 2514 4 12 1 1 0.2481
2521 2521 4 12 1 1 0.2082
2527 2527 4 12 1 1 0.1614
2529 2529 4 12 1 1 0.1516
2533 2533 4 12 1 1 0.1432
2534 2534 4 12 1 1 0.1432
2535 2535 4 12 1 1 0.1424
2536 2536 4 12 1 1 0.1419
2537 2537 4 10 1 1 0.1406
2538 2538 4 12 1 1 0.1406
2539 2539 4 12 1 1 0.1402
2542 2542 4 12 1 1 0.1366
2550 2550 4 10 1 1 0.1225
2552 2552 4 10 1 1 0.1206
2554 2554 4 10 1 1 0.1173
2555 2555 4 12 1 1 0.1103
2557 2557 4 12 1 1 0.1082
2558 2558 4 12 1 1 0.1078
2559 2559 4 12 1 1 0.1061
2560 2560 4 12 1 1 0.1057
2563 2563 4 10 1 1 0.1003
2564 2564 4 12 1 1 0.1
2565 2565 4 12 1 1 0.0996
2566 2566 4 12 1 1 0.0985
2567 2567 4 12 1 1 0.0977
2568 2568 4 12 1 1 0.0962
2569 2569 4 12 1 1 0.0952
2571 2571 4 10 1 1 0.0904
2572 2572 4 10 1 1 0.0902
2573 2573 4 12 1 1 0.0899
2574 2574 4 12 1 1 0.0894
2575 2575 4 10 1 1 0.0893
2576 2576 4 12 1 1 0.0891
2578 2578 4 10 1 1 0.0874
2579 2579 4 10 1 1 0.0849
2581 2581 4 12 1 1 0.0826
2582 2582 4 12 1 1 0.0806
2583 2583 4 12 1 1 0.0805
2585 2585 4 12 1 1 0.0796
2586 2586 4 12 1 1 0.0789
2588 2588 4 10 1 1 0.0786
2589 2589 4 12 1 1 0.0776
2590 2590 4 12 1 1 0.0773
2591 2591 4 10 1 1 0.0765
2592 2592 4 10 1 1 0.076
2593 2593 4 9 1 1 0.0757
2594 2594 4 12 1 1 0.0755
2595 2595 4 10 1 1 0.0741
2596 2596 4 12 1 1 0.0741
2597 2597 4 12 1 1 0.0733
2598 2598 4 12 1 1 0.0731
2599 2599 4 12 1 1 0.0728
2601 2601 4 12 1 1 0.071
2602 2602 4 12 1 1 0.0693
2604 2604 4 12 1 1 0.0678
2605 2605 4 12 1 1 0.0676
2607 2607 4 10 1 1 0.0657
2608 2608 4 12 1 1 0.0654
2609 2609 4 10 1 1 0.063
2611 2611 4 12 1 1 0.0577
2613 2613 4 12 1 1 0.0567
2614 2614 4 8 1 1 0.054
2616 2616 4 10 1 1 0.053
2617 2617 4 12 1 1 0.0497
2619 2619 4 10 1 1 0.0481
2622 2622 4 10 1 1 0.0455
2623 2623 4 12 1 1 0.0452
2624 2624 4 10 1 1 0.0423
2625 2625 4 10 1 1 0.0417
2626 2626 4 10 1 1 0.0398
2627 2627 4 12 1 1 0.0398
2628 2628 4 10 1 1 0.0367
2629 2629 4 8 1 1 0.0358
2630 2630 4 12 1 1 0.0356
2632 2632 4 10 1 1 0.0343
2633 2633 4 10 1 1 0.0335
2634 2634 4 10 1 1 0.0331
2636 2636 4 10 1 1 0.0307
2638 2638 4 12 1 1 0.0258
2640 2640 4 10 1 1 0.02
2642 2642 4 12 1 1 0.0165
2643 2643 4 10 1 1 0.0132
2644 2644 4 12 1 1 0.007
