Sample	Year	Month	Location	Sex	GSI
938	2	7	3	1	1.9686
939	2	5	3	1	1.9477
940	2	5	3	1	1.9355
941	2	4	4	1	1.9303
942	2	6	1	2	1.9168
943	2	7	3	1	1.9115
944	2	5	3	1	1.9009
945	2	7	3	1	1.8922
946	2	10	1	1	1.8892
947	2	8	3	1	1.8816
948	2	8	1	1	1.8812
949	2	4	4	1	1.8762
950	2	9	1	1	1.8723
951	2	10	1	1	1.8715
952	2	5	3	1	1.8639
953	2	8	1	1	1.8637
954	2	3	3	1	1.858
955	2	8	1	1	1.8573
956	2	11	1	1	1.8508
957	2	12	1	1	1.8493
958	2	4	3	1	1.8493
959	2	4	3	1	1.849
960	2	4	2	1	1.8437
961	2	7	3	1	1.8413
962	2	6	1	2	1.841
963	2	12	1	1	1.8365
964	2	5	3	2	1.8358
965	2	1	3	1	1.8265
966	2	6	3	1	1.8201
967	2	6	1	1	1.8173
968	2	7	3	1	1.8169
969	2	7	3	1	1.8149
970	2	9	1	1	1.8121
971	2	5	1	1	1.8105
972	2	12	1	1	1.8052
973	2	7	3	1	1.8042
974	2	7	3	1	1.7939
975	2	2	1	1	1.7916
976	2	6	1	2	1.783
977	2	9	1	1	1.7814
978	2	9	1	1	1.7798
979	2	10	1	1	1.7679
980	2	6	1	1	1.7654
981	2	11	1	1	1.7638
982	2	7	3	1	1.7584
983	2	8	1	1	1.7573
984	2	5	3	1	1.7569
985	2	9	1	1	1.7565
986	2	10	1	1	1.7509
987	2	3	2	1	1.7441
988	2	12	3	1	1.7403
989	2	4	1	1	1.7374
990	2	5	1	1	1.7279
991	2	8	1	1	1.725
992	2	8	1	1	1.7231
993	2	4	1	1	1.7095
994	2	4	2	1	1.7088
995	2	5	1	1	1.6981
996	2	5	1	1	1.6972
997	2	4	2	1	1.6887
998	2	4	3	1	1.6842
999	2	10	1	1	1.6798
1000	2	7	3	1	1.6773
1001	2	6	3	1	1.6757
1002	2	4	2	1	1.6756
1003	2	4	3	1	1.6677
1004	2	10	1	1	1.6665
1005	2	9	1	1	1.6569
1006	2	6	3	1	1.647
1007	2	6	3	2	1.6434
1008	2	6	3	1	1.6369
1009	2	4	3	1	1.6362
1010	2	8	1	1	1.6339
1011	2	4	3	1	1.6271
1012	2	4	3	1	1.6181
1013	2	4	3	1	1.6029
1014	2	8	1	1	1.6019
1015	2	10	1	1	1.598
1016	2	3	2	1	1.5924
1017	2	7	3	1	1.5875
1018	2	3	3	1	1.5849
1019	2	5	3	1	1.5675
1020	2	8	1	1	1.5648
1021	2	4	3	1	1.5648
1022	2	4	4	1	1.5572
1023	2	10	1	1	1.5565
1024	2	4	3	1	1.556
1025	2	8	1	1	1.5558
1026	2	10	1	1	1.5537
1027	2	4	2	1	1.5511
1028	2	11	1	1	1.5495
1029	2	7	3	1	1.5489
1030	2	6	1	1	1.5076
1031	2	4	1	1	1.5064
1032	2	1	1	1	1.496
1033	2	5	1	1	1.4882
1034	2	7	3	1	1.4822
1035	2	5	1	2	1.4806
1036	2	6	1	1	1.4774
1037	2	11	1	1	1.4619
1038	2	4	4	1	1.4616
1039	2	5	1	1	1.4599
1040	2	9	1	1	1.4595
1041	2	5	1	1	1.4593
1042	2	9	1	1	1.4565
1043	2	4	3	1	1.4526
1044	2	8	1	1	1.4433
1045	2	6	3	1	1.4415
1046	2	6	1	2	1.4373
1047	2	4	3	1	1.436
1048	2	5	1	1	1.4353
1049	2	8	1	2	1.4274
1050	2	4	4	1	1.4265
1051	2	7	3	1	1.425
1052	2	6	1	1	1.4226
1053	2	6	3	1	1.4199
1054	2	4	1	1	1.4111
1055	2	4	2	1	1.4027
1056	2	9	1	1	1.378
1057	2	4	1	1	1.3639
1058	2	9	1	1	1.356
1059	2	3	3	1	1.354
1060	2	1	3	1	1.3431
1061	2	4	2	1	1.3344
1062	2	6	3	1	1.3344
1063	2	6	1	2	1.3301
1064	2	8	3	1	1.3296
1065	2	4	1	1	1.3225
1066	2	10	1	1	1.317
1067	2	6	3	1	1.3024
1068	2	4	3	1	1.2938
1069	2	6	3	1	1.2921
1070	2	3	3	1	1.2878
1071	2	9	1	1	1.2746
1072	2	11	1	1	1.274
1073	2	4	1	1	1.2738
1074	2	9	1	1	1.2643
1075	2	9	1	1	1.2627
1076	2	10	1	1	1.2578
1077	2	10	1	1	1.2577
1078	2	4	2	1	1.2571
1079	2	4	4	1	1.2553
1080	2	4	2	1	1.2548
1081	2	4	2	1	1.245
1082	2	11	1	1	1.2433
1083	2	4	4	2	1.2388
1084	2	9	3	1	1.2372
1085	2	9	1	1	1.2295
1086	2	9	1	1	1.2277
1087	2	2	1	1	1.2256
1088	2	9	1	1	1.2184
1089	2	4	4	1	1.216
1090	2	4	4	1	1.2039
1091	2	10	1	1	1.2014
1092	2	4	1	1	1.1938
1093	2	2	1	1	1.1826
1094	2	2	3	1	1.1799
1095	2	4	4	1	1.1797
1096	2	6	1	1	1.1776
1097	2	3	2	1	1.1711
1098	2	9	1	1	1.1705
1099	2	6	3	1	1.1677
1100	2	6	3	1	1.1673
1101	2	4	2	1	1.1665
1102	2	6	3	1	1.1631
1103	2	10	1	1	1.1624
1104	2	11	1	1	1.155
1105	2	4	4	1	1.1547
1106	2	11	1	1	1.1529
1107	2	7	3	1	1.1433
1108	2	4	2	1	1.1393
1109	2	3	3	1	1.1351
1110	2	7	3	1	1.1335
1111	2	11	1	1	1.1237
1112	2	4	3	1	1.1199
1113	2	11	1	1	1.1186
1114	2	12	3	1	1.1177
1115	2	6	1	2	1.1131
1116	2	3	2	1	1.1111
1117	2	3	2	1	1.1053
1118	2	7	3	1	1.1043
1119	2	4	4	1	1.103
1120	2	9	1	1	1.0943
1121	2	4	2	1	1.0943
1122	2	10	1	1	1.0929
1123	2	6	1	1	1.0818
1124	2	11	1	1	1.0801
1125	2	5	3	1	1.0789
1126	2	2	1	1	1.0759
1127	2	4	4	1	1.0759
1128	2	4	1	1	1.0696
1129	2	3	3	1	1.064
1130	2	10	1	1	1.0596
1131	2	4	3	1	1.0578
1132	2	4	3	2	1.0506
1133	2	12	3	1	1.0487
1134	2	4	4	1	1.0471
1135	2	3	2	1	1.0435
1136	2	6	3	1	1.0383
1137	2	4	1	1	1.0367
1138	2	6	1	2	1.0294
1139	2	4	1	1	1.0289
1140	2	6	3	1	1.0276
1141	2	11	1	1	1.0243
1142	2	5	1	1	1.0235
1143	2	11	1	1	1.0145
1144	2	9	1	1	1.013
1145	2	4	4	1	1.011
1146	2	11	1	1	1.0107
1147	2	5	1	2	1.0088
1148	2	10	1	1	0.9991
1149	2	6	1	1	0.9986
1150	2	12	3	1	0.9977
1151	2	6	1	2	0.992
1152	2	3	3	1	0.9918
1153	2	5	1	2	0.9915
1154	2	9	1	1	0.9908
1155	2	4	2	1	0.9846
1156	2	4	2	1	0.9758
1157	2	2	1	1	0.962
1158	2	10	1	1	0.9583
1159	2	4	4	1	0.9526
1160	2	4	3	1	0.9499
1161	2	4	2	1	0.9294
1162	2	5	3	1	0.9201
1163	2	1	3	1	0.9166
1164	2	3	2	1	0.9153
1165	2	4	4	1	0.8961
1166	2	5	1	2	0.8961
1167	2	6	1	1	0.8584
1168	2	3	3	1	0.841
1169	2	6	3	2	0.8253
1170	2	3	2	1	0.8204
1171	2	3	2	1	0.8064
1172	2	11	1	1	0.7983
1173	2	9	1	1	0.7933
1174	2	3	3	1	0.7722
1175	2	4	4	1	0.7632
1176	2	9	1	1	0.7569
1177	2	11	1	1	0.7479
1178	2	8	3	1	0.745
1179	2	5	1	2	0.7442
1180	2	3	3	1	0.7414
1181	2	9	1	1	0.7256
1182	2	3	2	1	0.7246
1183	2	6	1	1	0.7237
1184	2	10	1	2	0.706
1185	2	11	1	1	0.7031
1186	2	11	1	1	0.7012
1187	2	3	2	1	0.6856
1188	2	1	3	1	0.6775
1189	2	3	3	1	0.6741
1190	2	5	1	2	0.6481
1191	2	4	3	1	0.6469
1192	2	5	1	2	0.6398
1193	2	4	2	1	0.6319
1194	2	4	2	1	0.6051
1195	2	6	1	2	0.5946
1196	2	1	3	1	0.59
1197	2	2	1	1	0.5779
1198	2	5	3	2	0.5617
1199	2	4	4	2	0.5579
1200	2	3	2	1	0.5571
1201	2	4	1	1	0.5507
1202	2	11	1	1	0.5198
1203	2	11	1	1	0.4952
1204	2	4	2	1	0.4789
1205	2	1	3	1	0.4755
1206	2	11	1	1	0.4654
1207	2	2	1	1	0.4619
1208	2	2	1	1	0.4525
1209	2	4	1	2	0.4449
1210	2	4	3	1	0.444
1211	2	4	1	1	0.4333
1212	2	6	1	2	0.4325
1213	2	3	2	1	0.4323
1214	2	3	3	1	0.4299
1215	2	4	1	1	0.4282
1216	2	1	3	1	0.4234
1217	2	2	1	2	0.4078
1218	2	2	1	1	0.4056
1219	2	11	1	1	0.3999
1220	2	5	3	2	0.3977
1221	2	12	1	1	0.397
1222	2	4	1	1	0.3957
1223	2	1	3	1	0.3948
1224	2	4	3	1	0.3879
1225	2	4	2	1	0.3872
1226	2	4	2	1	0.3858
1227	2	4	2	1	0.3855
1228	2	6	3	2	0.3842
1229	2	2	1	2	0.3797
1230	2	6	1	2	0.3643
1231	2	4	3	2	0.3642
1232	2	5	1	2	0.3641
1233	2	4	3	2	0.3628
1234	2	3	2	1	0.3584
1235	2	4	2	2	0.3551
1236	2	3	2	2	0.3417
1237	2	4	1	2	0.3313
1238	2	2	1	1	0.3307
1239	2	4	2	2	0.3081
1240	2	12	1	1	0.3079
1241	2	4	1	1	0.3067
1242	2	4	2	2	0.3028
1243	2	4	3	2	0.296
1244	2	4	3	2	0.2952
1245	2	6	1	2	0.2948
1246	2	4	3	2	0.2937
1247	2	3	3	1	0.2883
1248	2	4	2	1	0.2853
1249	2	4	2	2	0.2812
1250	2	4	1	1	0.2807
1251	2	3	2	2	0.2788
1252	2	4	1	2	0.2775
1253	2	7	3	2	0.2771
1254	2	4	2	2	0.2691
1255	2	4	1	2	0.2678
1256	2	3	2	2	0.2566
1257	2	6	1	2	0.2561
1258	2	4	3	2	0.2557
1259	2	4	3	2	0.2491
1260	2	2	1	1	0.2484
1261	2	3	2	2	0.247
1262	2	11	1	1	0.2464
1263	2	4	2	2	0.2445
1264	2	4	1	2	0.2418
1265	2	3	2	2	0.2389
1266	2	4	3	2	0.237
1267	2	3	2	2	0.2333
1268	2	3	2	1	0.2327
1269	2	4	3	2	0.2319
1270	2	1	1	1	0.2306
1271	2	2	1	1	0.2304
1272	2	3	2	2	0.228
1273	2	3	2	2	0.2267
1274	2	2	1	1	0.2231
1275	2	3	2	2	0.2229
1276	2	4	3	2	0.222
1277	2	4	1	2	0.2209
1278	2	2	1	1	0.2163
1279	2	1	1	2	0.2156
1280	2	4	1	2	0.2154
1281	2	4	3	1	0.2153
1282	2	10	1	2	0.2151
1283	2	4	3	2	0.2139
1284	2	4	3	1	0.2124
1285	2	4	2	2	0.2121
1286	2	1	1	1	0.2089
1287	2	1	1	2	0.2088
1288	2	3	2	2	0.2059
1289	2	4	2	2	0.2041
1290	2	4	1	2	0.2033
1291	2	3	2	2	0.2018
1292	2	2	1	1	0.2002
1293	2	2	1	1	0.2
1294	2	4	1	2	0.1984
1295	2	1	1	1	0.1975
1296	2	3	2	1	0.1968
1297	2	1	1	1	0.1967
1298	2	4	1	1	0.1955
1299	2	4	2	2	0.1934
1300	2	4	3	1	0.1915
1301	2	4	2	1	0.1912
1302	2	1	1	1	0.1906
1303	2	4	1	2	0.1898
1304	2	4	1	2	0.1873
1305	2	4	1	2	0.187
1306	2	2	1	2	0.1869
1307	2	3	2	1	0.1865
1308	2	3	2	1	0.1853
1309	2	4	2	2	0.1848
1310	2	4	1	2	0.1841
1311	2	10	1	1	0.1813
1312	2	4	3	2	0.1811
1313	2	4	3	1	0.1809
1314	2	4	1	2	0.1805
1315	2	4	1	2	0.1796
1316	2	4	3	2	0.1782
1317	2	3	2	1	0.1775
1318	2	4	1	2	0.1755
1319	2	12	1	1	0.175
1320	2	4	2	2	0.1735
1321	2	4	2	1	0.1723
1322	2	4	3	2	0.172
1323	2	12	1	1	0.1717
1324	2	2	1	2	0.1708
1325	2	3	2	1	0.1695
1326	2	1	1	2	0.1682
1327	2	2	1	2	0.1679
1328	2	4	1	2	0.1658
1329	2	2	1	2	0.1639
1330	2	2	1	1	0.1633
1331	2	2	1	2	0.163
1332	2	4	2	2	0.1628
1333	2	4	2	2	0.1608
1334	2	2	1	1	0.1607
1335	2	1	1	1	0.1602
1336	2	4	2	2	0.1593
1337	2	4	2	1	0.1564
1338	2	4	1	2	0.1563
1339	2	12	1	1	0.1562
1340	2	3	2	2	0.1561
1341	2	4	2	2	0.155
1342	2	1	1	1	0.1522
1343	2	3	2	1	0.1511
1344	2	2	1	2	0.1495
1345	2	4	3	2	0.1495
1346	2	4	2	2	0.1489
1347	2	4	3	2	0.1489
1348	2	3	2	1	0.1481
1349	2	1	3	1	0.1439
1350	2	3	2	1	0.1406
1351	2	4	3	2	0.14
1352	2	4	2	2	0.1396
1353	2	4	2	1	0.1393
1354	2	1	1	1	0.1392
1355	2	2	1	2	0.1383
1356	2	1	1	1	0.1374
1357	2	12	1	1	0.1367
1358	2	4	3	2	0.1367
1359	2	4	3	2	0.1365
1360	2	3	2	1	0.1359
1361	2	4	3	2	0.1356
1362	2	3	2	2	0.1351
1363	2	4	1	2	0.1349
1364	2	4	3	1	0.1341
1365	2	12	1	1	0.129
1366	2	1	1	1	0.1282
1367	2	4	2	2	0.1274
1368	2	1	1	1	0.1258
1369	2	1	1	1	0.1255
1370	2	3	2	1	0.1251
1371	2	12	1	1	0.1244
1372	2	1	1	1	0.124
1373	2	4	3	2	0.123
1374	2	2	1	1	0.12
1375	2	4	3	2	0.12
1376	2	1	1	1	0.1197
1377	2	4	1	2	0.119
1378	2	12	1	1	0.1179
1379	2	3	2	2	0.1178
1380	2	1	1	1	0.1176
1381	2	1	1	2	0.1145
1382	2	2	1	2	0.114
1383	2	2	1	1	0.1138
1384	2	12	1	2	0.1137
1385	2	2	1	2	0.1135
1386	2	10	1	2	0.1121
1387	2	2	1	2	0.1107
1388	2	2	1	2	0.1106
1389	2	2	1	1	0.1097
1390	2	12	1	1	0.108
1391	2	4	3	2	0.1076
1392	2	1	1	1	0.1075
1393	2	1	1	1	0.1073
1394	2	3	2	2	0.1061
1395	2	3	2	2	0.1056
1396	2	1	1	2	0.1049
1397	2	1	1	1	0.1038
1398	2	3	2	2	0.1036
1399	2	2	1	2	0.1034
1400	2	3	2	1	0.1032
1401	2	1	1	1	0.1028
1402	2	4	3	2	0.1025
1403	2	4	1	2	0.1024
1404	2	1	1	2	0.1015
1405	2	2	1	2	0.1015
1406	2	1	1	2	0.1011
1407	2	2	1	1	0.1009
1408	2	3	2	2	0.1009
1409	2	3	2	2	0.1006
1410	2	1	1	2	0.1
1411	2	2	1	2	0.0998
1412	2	2	1	2	0.0996
1413	2	7	3	1	0.0987
1414	2	12	1	1	0.097
1415	2	4	2	2	0.0969
1416	2	2	1	2	0.0966
1417	2	1	1	1	0.0962
1418	2	12	1	2	0.0952
1419	2	4	2	1	0.095
1420	2	2	1	1	0.0948
1421	2	4	3	2	0.0945
1422	2	2	1	1	0.0943
1423	2	3	2	2	0.0938
1424	2	3	2	1	0.0934
1425	2	2	1	2	0.0932
1426	2	2	1	2	0.0927
1427	2	12	1	1	0.0914
1428	2	1	1	2	0.0897
1429	2	3	2	2	0.0893
1430	2	12	1	1	0.089
1431	2	1	1	1	0.089
1432	2	3	2	1	0.0884
1433	2	12	1	1	0.0881
1434	2	4	2	2	0.088
1435	2	3	3	1	0.0879
1436	2	2	1	1	0.0874
1437	2	12	1	1	0.0859
1438	2	1	1	1	0.0855
1439	2	1	1	1	0.0833
1440	2	1	1	1	0.0812
1441	2	12	1	1	0.081
1442	2	10	1	1	0.0807
1443	2	12	1	1	0.0807
1444	2	2	1	2	0.0806
1445	2	6	1	2	0.0804
1446	2	3	2	2	0.0802
1447	2	2	1	2	0.0794
1448	2	2	1	2	0.0789
1449	2	2	1	1	0.0777
1450	2	12	1	1	0.0759
1451	2	2	1	1	0.073
1452	2	2	1	1	0.0711
1453	2	1	1	1	0.0707
1454	2	3	2	2	0.0704
1455	2	1	1	2	0.0693
1456	2	12	1	1	0.0688
1457	2	1	1	2	0.068
1458	2	1	1	2	0.0665
1459	2	2	1	2	0.0649
1460	2	3	2	2	0.0647
1461	2	12	1	1	0.0639
1462	2	2	1	2	0.0613
1463	2	1	1	2	0.0608
1464	2	2	1	2	0.0607
1465	2	4	3	2	0.0602
1466	2	1	1	2	0.0597
1467	2	1	1	2	0.0592
1468	2	2	1	2	0.0591
1469	2	4	3	2	0.0585
1470	2	11	1	1	0.0583
1471	2	2	1	2	0.0572
1472	2	4	1	2	0.0571
1473	2	12	1	2	0.0563
1474	2	12	1	2	0.0556
1475	2	12	1	1	0.0546
1476	2	12	1	2	0.0543
1477	2	2	1	1	0.054
1478	2	2	1	1	0.0519
1479	2	1	1	1	0.0511
1480	2	1	1	2	0.05
1481	2	12	1	1	0.0497
1482	2	1	1	2	0.0462
1483	2	4	1	2	0.0458
1484	2	4	3	2	0.0457
1485	2	12	1	1	0.0456
1486	2	10	1	1	0.0451
1487	2	1	1	1	0.0427
1488	2	3	2	2	0.0423
1489	2	1	1	2	0.0422
1490	2	2	1	1	0.0422
1491	2	12	1	1	0.0409
1492	2	12	1	2	0.0395
1493	2	12	1	2	0.0394
1494	2	1	1	2	0.0381
1495	2	1	1	2	0.0372
1496	2	12	1	2	0.0364
1497	2	2	1	1	0.0356
1498	2	3	2	2	0.0333
1499	2	11	1	1	0.0327
1500	2	12	1	2	0.0321
1501	2	4	1	2	0.0314
1502	2	1	1	1	0.0311
1503	2	12	1	2	0.0309
1504	2	10	1	2	0.0297
1505	2	1	1	1	0.0279
1506	2	2	1	1	0.0275
1507	2	1	1	1	0.0273
1508	2	12	1	1	0.0271
1509	2	12	1	2	0.0233
1510	2	2	1	1	0.023
1511	2	12	1	2	0.0224
1512	2	2	1	2	0.0222
1513	2	12	1	2	0.0208
1514	2	2	1	1	0.0198
1515	2	1	1	1	0.0188
1516	2	2	1	2	0.0184
1517	2	4	3	1	0.0157
1518	2	11	1	1	0.0156
1519	2	8	1	1	0.0072
1520	3	11	1	2	11.8655
1521	3	11	1	2	10.8036
1522	3	11	1	2	10.5197
1523	3	11	1	2	10.4744
1524	3	11	1	2	10.4206
1525	3	11	1	2	10.4004
1526	3	11	1	2	9.9147
1527	3	9	1	2	9.8713
1528	3	10	1	2	9.7152
1529	3	9	1	2	9.6634
1530	3	11	1	2	9.6302
1531	3	10	1	2	9.5052
1532	3	11	1	2	9.3829
1533	3	12	1	2	9.3296
1534	3	9	1	2	9.1063
1535	3	9	1	2	9.094
1536	3	11	1	2	9.0897
1537	3	8	1	2	8.9651
1538	3	10	1	2	8.8874
1539	3	9	1	2	8.8838
1540	3	10	1	2	8.876
1541	3	9	1	2	8.6989
1542	3	9	1	2	8.4791
1543	3	9	1	2	8.4008
1544	3	9	1	2	8.3443
1545	3	10	1	2	8.228
1546	3	2	1	2	8.2263
1547	3	8	1	2	8.2116
1548	3	11	1	2	8.1521
1549	3	8	1	2	8.1336
1550	3	8	1	2	8.1332
1551	3	11	1	2	8.1253
1552	3	8	1	2	8.1211
1553	3	8	1	2	8.0786
1554	3	8	1	2	8.0647
1555	3	9	1	2	8.05
1556	3	9	1	2	8
1557	3	9	3	2	7.9831
1558	3	11	1	2	7.9423
1559	3	8	1	2	7.9089
1560	3	9	3	2	7.8565
1561	3	9	1	2	7.8438
1562	3	7	1	2	7.8081
1563	3	11	1	2	7.8
1564	3	9	1	2	7.7358
1565	3	7	1	2	7.6918
1566	3	8	1	2	7.5493
1567	3	7	1	2	7.546
1568	3	8	1	2	7.5455
1569	3	8	1	2	7.4851
1570	3	7	1	2	7.4522
1571	3	8	1	2	7.3434
1572	3	9	1	2	7.3403
1573	3	11	1	2	7.2958
1574	3	9	1	2	7.2773
1575	3	9	1	2	7.2457
1576	3	8	1	2	7.2422
1577	3	9	1	2	7.2237
1578	3	8	1	2	7.2215
1579	3	8	3	2	7.1731
1580	3	9	1	2	7.1203
1581	3	7	1	2	7.095
1582	3	9	3	2	7.0947
1583	3	8	1	2	7.0799
1584	3	11	1	2	7.0774
1585	3	7	3	2	7.0615
1586	3	8	1	2	7.0392
1587	3	8	1	2	7.0273
1588	3	9	1	2	6.9819
1589	3	11	1	2	6.9603
1590	3	8	1	2	6.9479
1591	3	7	1	2	6.9463
1592	3	7	3	2	6.918
1593	3	9	1	2	6.8828
1594	3	8	1	2	6.8655
1595	3	11	1	2	6.8544
1596	3	11	1	2	6.8158
1597	3	9	1	2	6.7784
1598	3	9	1	2	6.7357
1599	3	8	1	2	6.7341
1600	3	7	1	2	6.7191
1601	3	9	1	2	6.6869
1602	3	9	3	2	6.5709
1603	3	9	3	2	6.5419
1604	3	7	1	2	6.539
1605	3	9	3	2	6.5106
1606	3	9	1	2	6.4774
1607	3	7	3	2	6.394
1608	3	7	3	2	6.392
1609	3	9	1	2	6.3918
1610	3	8	1	2	6.3739
1611	3	7	1	2	6.3689
1612	3	7	1	2	6.3676
1613	3	7	1	2	6.3447
1614	3	7	1	2	6.3442
1615	3	8	1	2	6.2993
1616	3	9	1	2	6.2773
1617	3	7	1	2	6.2704
1618	3	6	1	2	6.2134
1619	3	11	1	2	6.1789
1620	3	7	3	2	6.1468
1621	3	8	1	2	6.1447
1622	3	1	1	2	6.1386
1623	3	6	1	2	6.1132
1624	3	7	1	2	6.1054
1625	3	7	1	2	6.1018
1626	3	7	3	2	6.0511
1627	3	7	1	2	5.9891
1628	3	9	1	2	5.9416
1629	3	6	1	2	5.8789
1630	3	7	3	2	5.8357
1631	3	7	3	2	5.7744
1632	3	7	3	2	5.7587
1633	3	7	3	2	5.7534
1634	3	9	1	2	5.7512
1635	3	7	1	2	5.7448
1636	3	8	1	2	5.7398
1637	3	8	3	2	5.6928
1638	3	8	1	2	5.6359
1639	3	9	3	2	5.5966
1640	3	9	3	2	5.5824
1641	3	7	3	2	5.5703
1642	3	7	1	2	5.5372
1643	3	7	3	2	5.5022
1644	3	7	1	2	5.4522
1645	3	6	1	2	5.4505
1646	3	7	1	2	5.4503
1647	3	6	1	2	5.3984
1648	3	6	1	2	5.3175
1649	3	7	1	2	5.313
1650	3	7	1	2	5.3015
1651	3	8	1	2	5.2373
1652	3	8	1	2	5.2154
1653	3	6	1	2	5.2051
1654	3	6	1	2	5.1983
1655	3	6	1	2	5.1816
1656	3	8	1	2	5.1564
1657	3	8	1	2	5.1333
1658	3	6	1	2	5.1332
1659	3	6	1	2	5.1328
1660	3	6	1	2	5.1312
1661	3	6	1	2	5.0926
1662	3	9	1	2	5.0863
1663	3	7	1	2	5.0859
1664	3	8	1	2	5.0765
1665	3	6	1	2	5.072
1666	3	6	1	2	4.9456
1667	3	2	1	2	4.8069
1668	3	6	1	2	4.685
1669	3	6	1	2	4.6326
1670	3	7	3	2	4.5526
1671	3	4	1	1	4.5461
1672	3	5	1	2	4.5132
1673	3	5	1	2	4.4491
1674	3	6	1	2	4.4402
1675	3	6	1	2	4.4245
1676	3	10	1	1	4.3298
1677	3	7	1	2	4.2245
1678	3	6	1	2	4.1375
1679	3	7	1	1	4.0077
1680	3	6	1	2	3.9544
1681	3	10	1	2	3.8993
1682	3	6	1	2	3.8921
1683	3	7	1	1	3.8539
1684	3	9	1	2	3.7866
1685	3	7	1	1	3.6782
1686	3	8	1	1	3.5841
1687	3	6	1	1	3.5432
1688	3	6	1	2	3.5407
1689	3	11	1	2	3.5377
1690	3	6	1	2	3.493
1691	3	6	1	1	3.3677
1692	3	10	1	1	3.3474
1693	3	7	1	1	3.3018
1694	3	7	1	1	3.2127
1695	3	6	1	1	3.2008
1696	3	11	1	1	3.1724
1697	3	6	1	1	3.1514
1698	3	7	1	1	3.1343
1699	3	7	1	1	3.1056
1700	3	6	1	1	3.0962
1701	3	7	1	1	3.0758
1702	3	6	1	1	3.0692
1703	3	5	1	2	3.0577
1704	3	7	1	1	3.0409
1705	3	5	1	1	2.9466
1706	3	7	1	1	2.9211
1707	3	6	1	1	2.9071
1708	3	8	1	1	2.9065
1709	3	8	1	1	2.902
1710	3	6	1	2	2.8965
1711	3	10	1	1	2.8672
1712	3	6	1	2	2.8437
1713	3	7	3	1	2.8344
1714	3	10	1	2	2.828
1715	3	4	1	1	2.8229
1716	3	7	1	1	2.7935
1717	3	7	1	1	2.787
1718	3	5	1	1	2.7839
1719	3	5	1	1	2.7711
1720	3	7	1	1	2.7686
1721	3	10	1	1	2.7548
1722	3	4	1	1	2.7387
1723	3	7	3	1	2.7273
1724	3	5	1	2	2.7251
1725	3	7	1	1	2.7076
1726	3	10	3	1	2.7019
1727	3	6	1	1	2.6984
1728	3	8	1	1	2.6953
1729	3	9	1	1	2.6621
1730	3	4	1	1	2.6569
1731	3	6	1	1	2.6483
1732	3	6	1	1	2.6345
1733	3	6	1	1	2.6009
1734	3	6	1	1	2.5895
1735	3	7	1	1	2.5777
1736	3	7	1	1	2.5763
1737	3	5	1	1	2.5321
1738	3	10	1	1	2.4984
1739	3	6	1	1	2.4976
1740	3	6	1	1	2.4955
1741	3	4	1	1	2.4953
1742	3	5	1	1	2.4917
1743	3	4	1	1	2.4906
1744	3	7	1	1	2.478
1745	3	6	1	1	2.4763
1746	3	6	1	1	2.4601
1747	3	4	1	1	2.4528
1748	3	6	1	1	2.4522
1749	3	9	1	1	2.4475
1750	3	4	1	1	2.4073
1751	3	6	1	2	2.3984
1752	3	4	1	1	2.3846
1753	3	9	1	1	2.3827
1754	3	6	1	1	2.3782
1755	3	11	1	1	2.3742
1756	3	4	1	1	2.3645
1757	3	4	1	1	2.3625
1758	3	5	1	1	2.3624
1759	3	5	1	1	2.3578
1760	3	5	1	2	2.3447
1761	3	6	1	1	2.3242
1762	3	5	1	1	2.3231
1763	3	4	1	1	2.3218
1764	3	1	1	1	2.311
1765	3	6	1	1	2.3086
1766	3	10	1	1	2.3085
1767	3	7	1	1	2.3047
1768	3	4	1	1	2.2917
1769	3	4	1	1	2.2888
1770	3	10	1	2	2.2794
1771	3	2	1	1	2.2751
1772	3	9	1	1	2.2742
1773	3	7	1	1	2.2736
1774	3	6	1	1	2.2594
1775	3	7	1	1	2.2491
1776	3	9	1	1	2.238
1777	3	8	1	1	2.2111
1778	3	6	1	1	2.1912
1779	3	6	1	1	2.1726
1780	3	7	1	1	2.169
1781	3	7	1	1	2.1686
1782	3	8	1	1	2.1526
1783	3	4	1	1	2.1248
1784	3	6	1	1	2.1041
1785	3	5	1	1	2.0947
1786	3	5	1	1	2.0845
1787	3	10	1	1	2.0833
1788	3	6	1	1	2.08
1789	3	5	1	1	2.0667
1790	3	8	1	1	2.0643
1791	3	6	1	1	2.0612
1792	3	5	1	1	2.0554
1793	3	5	1	2	2.0485
1794	3	10	1	1	2.0401
1795	3	5	1	2	2.0306
1796	3	9	1	1	2.0305
1797	3	5	1	2	2.0082
1798	3	9	1	1	1.9926
1799	3	6	1	1	1.9837
1800	3	3	1	1	1.9816
1801	3	9	1	1	1.9756
1802	3	9	1	1	1.9244
1803	3	9	1	1	1.916
1804	3	11	1	2	1.9103
1805	3	9	1	1	1.9085
1806	3	9	1	1	1.9068
1807	3	4	1	2	1.9018
1808	3	9	1	1	1.9007
1809	3	4	1	1	1.8888
1810	3	5	1	1	1.8596
1811	3	5	1	1	1.8502
1812	3	8	1	1	1.8322
1813	3	6	1	1	1.8243
1814	3	4	1	1	1.8182
1815	3	9	1	1	1.8095
1816	3	5	1	1	1.8072
1817	3	7	1	1	1.8044
1818	3	5	1	1	1.7994
1819	3	5	1	1	1.7952
1820	3	9	1	1	1.7925
