Sample GSI YEAR MONTH Location Sex
827 828 2.569 2 12 1 1
828 829 2.568 2 8 1 1
829 830 2.555 2 8 1 1
830 831 2.5483 2 5 1 2
831 832 2.5396 2 9 1 1
832 833 2.521 2 5 1 2
833 834 2.502 2 11 1 1
834 835 2.496 2 7 3 1
835 836 2.4848 2 5 1 1
836 837 2.4796 2 10 1 1
837 838 2.4732 2 7 3 1
838 839 2.4703 2 6 1 1
839 840 2.4701 2 6 3 2
840 841 2.436 2 4 1 1
841 842 2.4307 2 5 1 2
842 843 2.4254 2 12 1 1
843 844 2.4221 2 6 1 1
844 845 2.4193 2 4 3 1
845 846 2.4151 2 4 3 1
846 847 2.4094 2 2 1 1
847 848 2.409 2 6 1 1
848 849 2.4 2 7 3 1
849 850 2.4 2 4 1 1
850 851 2.3826 2 9 1 1
851 852 2.3697 2 10 1 1
852 853 2.3689 2 5 1 1
853 854 2.3632 2 5 3 1
854 855 2.3571 2 7 3 1
855 856 2.3504 2 10 1 1
856 857 2.3484 2 7 3 2
857 858 2.3468 2 9 1 1
858 859 2.3456 2 9 3 1
859 860 2.3423 2 7 3 1
860 861 2.3414 2 6 1 1
861 862 2.329 2 8 1 1
862 863 2.3209 2 4 1 1
863 864 2.3194 2 7 3 1
864 865 2.319 2 4 4 1
865 866 2.3173 2 4 4 2
866 867 2.3154 2 4 4 1
867 868 2.3117 2 10 1 2
868 869 2.2992 2 6 3 1
869 870 2.29 2 5 1 1
870 871 2.289 2 6 3 1
871 872 2.2888 2 5 1 1
872 873 2.2852 2 7 3 1
873 874 2.2779 2 4 1 1
874 875 2.272 2 10 1 1
875 876 2.2706 2 5 1 1
876 877 2.2665 2 6 1 2
877 878 2.255 2 5 1 1
878 879 2.252 2 10 1 1
879 880 2.251 2 7 3 1
880 881 2.2506 2 5 1 2
881 882 2.2494 2 5 1 1
882 883 2.2451 2 4 4 1
883 884 2.2393 2 4 4 1
884 885 2.2375 2 11 1 2
885 886 2.2339 2 6 3 1
886 887 2.2302 2 5 1 1
887 888 2.2302 2 6 3 1
888 889 2.2294 2 6 1 2
889 890 2.2184 2 4 3 1
890 891 2.2135 2 6 3 1
891 892 2.2048 2 12 1 1
892 893 2.1835 2 10 1 1
893 894 2.1727 2 6 3 1
894 895 2.1721 2 4 4 1
895 896 2.1643 2 4 4 2
896 897 2.1564 2 5 3 1
897 898 2.1554 2 7 3 1
898 899 2.1478 2 4 2 1
899 900 2.1454 2 5 1 1
900 901 2.1439 2 11 1 1
901 902 2.1304 2 7 3 1
902 903 2.1282 2 10 1 1
903 904 2.1271 2 1 1 1
904 905 2.1256 2 4 4 2
905 906 2.1238 2 6 1 1
906 907 2.1196 2 11 1 1
907 908 2.1129 2 7 3 1
908 909 2.1115 2 6 3 2
909 910 2.1114 2 5 1 1
910 911 2.1047 2 6 1 1
911 912 2.1038 2 7 3 1
912 913 2.0966 2 7 3 1
913 914 2.0756 2 9 1 1
914 915 2.0749 2 8 1 1
915 916 2.0739 2 4 1 1
916 917 2.0737 2 11 1 1
917 918 2.0617 2 7 3 1
918 919 2.0602 2 6 3 1
919 920 2.0575 2 8 1 1
920 921 2.0431 2 8 1 1
921 922 2.0397 2 6 1 1
922 923 2.0371 2 4 1 1
923 924 2.0327 2 5 1 1
924 925 2.0273 2 7 3 1
925 926 2.0221 2 5 1 1
926 927 2.0191 2 10 1 1
927 928 2.0055 2 9 1 1
928 929 1.9916 2 5 3 1
929 930 1.9895 2 5 1 1
930 931 1.9881 2 12 1 1
931 932 1.9869 2 10 1 1
932 933 1.9832 2 7 3 1
933 934 1.9804 2 6 3 1
934 935 1.9753 2 8 1 1
935 936 1.9749 2 3 3 1
936 937 1.9736 2 4 3 1
937 938 1.9686 2 7 3 1
938 939 1.9477 2 5 3 1
939 940 1.9355 2 5 3 1
940 941 1.9303 2 4 4 1
941 942 1.9168 2 6 1 2
942 943 1.9115 2 7 3 1
943 944 1.9009 2 5 3 1
944 945 1.8922 2 7 3 1
945 946 1.8892 2 10 1 1
946 947 1.8816 2 8 3 1
947 948 1.8812 2 8 1 1
948 949 1.8762 2 4 4 1
949 950 1.8723 2 9 1 1
950 951 1.8715 2 10 1 1
951 952 1.8639 2 5 3 1
952 953 1.8637 2 8 1 1
953 954 1.858 2 3 3 1
954 955 1.8573 2 8 1 1
955 956 1.8508 2 11 1 1
956 957 1.8493 2 12 1 1
957 958 1.8493 2 4 3 1
958 959 1.849 2 4 3 1
959 960 1.8437 2 4 2 1
960 961 1.8413 2 7 3 1
961 962 1.841 2 6 1 2
962 963 1.8365 2 12 1 1
963 964 1.8358 2 5 3 2
964 965 1.8265 2 1 3 1
965 966 1.8201 2 6 3 1
966 967 1.8173 2 6 1 1
967 968 1.8169 2 7 3 1
968 969 1.8149 2 7 3 1
969 970 1.8121 2 9 1 1
970 971 1.8105 2 5 1 1
971 972 1.8052 2 12 1 1
972 973 1.8042 2 7 3 1
973 974 1.7939 2 7 3 1
974 975 1.7916 2 2 1 1
975 976 1.783 2 6 1 2
976 977 1.7814 2 9 1 1
977 978 1.7798 2 9 1 1
978 979 1.7679 2 10 1 1
979 980 1.7654 2 6 1 1
980 981 1.7638 2 11 1 1
981 982 1.7584 2 7 3 1
982 983 1.7573 2 8 1 1
983 984 1.7569 2 5 3 1
984 985 1.7565 2 9 1 1
985 986 1.7509 2 10 1 1
986 987 1.7441 2 3 2 1
987 988 1.7403 2 12 3 1
988 989 1.7374 2 4 1 1
989 990 1.7279 2 5 1 1
990 991 1.725 2 8 1 1
991 992 1.7231 2 8 1 1
992 993 1.7095 2 4 1 1
993 994 1.7088 2 4 2 1
994 995 1.6981 2 5 1 1
995 996 1.6972 2 5 1 1
996 997 1.6887 2 4 2 1
997 998 1.6842 2 4 3 1
998 999 1.6798 2 10 1 1
999 1000 1.6773 2 7 3 1
1000 1001 1.6757 2 6 3 1
1001 1002 1.6756 2 4 2 1
1002 1003 1.6677 2 4 3 1
1003 1004 1.6665 2 10 1 1
1004 1005 1.6569 2 9 1 1
1005 1006 1.647 2 6 3 1
1006 1007 1.6434 2 6 3 2
1007 1008 1.6369 2 6 3 1
1008 1009 1.6362 2 4 3 1
1009 1010 1.6339 2 8 1 1
1010 1011 1.6271 2 4 3 1
1011 1012 1.6181 2 4 3 1
1012 1013 1.6029 2 4 3 1
1013 1014 1.6019 2 8 1 1
1014 1015 1.598 2 10 1 1
1015 1016 1.5924 2 3 2 1
1016 1017 1.5875 2 7 3 1
1017 1018 1.5849 2 3 3 1
1018 1019 1.5675 2 5 3 1
1019 1020 1.5648 2 8 1 1
1020 1021 1.5648 2 4 3 1
1021 1022 1.5572 2 4 4 1
1022 1023 1.5565 2 10 1 1
1023 1024 1.556 2 4 3 1
1024 1025 1.5558 2 8 1 1
1025 1026 1.5537 2 10 1 1
1026 1027 1.5511 2 4 2 1
1027 1028 1.5495 2 11 1 1
1028 1029 1.5489 2 7 3 1
1029 1030 1.5076 2 6 1 1
1030 1031 1.5064 2 4 1 1
1031 1032 1.496 2 1 1 1
1032 1033 1.4882 2 5 1 1
1033 1034 1.4822 2 7 3 1
1034 1035 1.4806 2 5 1 2
1035 1036 1.4774 2 6 1 1
1036 1037 1.4619 2 11 1 1
1037 1038 1.4616 2 4 4 1
1038 1039 1.4599 2 5 1 1
1039 1040 1.4595 2 9 1 1
1040 1041 1.4593 2 5 1 1
1041 1042 1.4565 2 9 1 1
1042 1043 1.4526 2 4 3 1
1043 1044 1.4433 2 8 1 1
1044 1045 1.4415 2 6 3 1
1045 1046 1.4373 2 6 1 2
1046 1047 1.436 2 4 3 1
1047 1048 1.4353 2 5 1 1
1048 1049 1.4274 2 8 1 2
1049 1050 1.4265 2 4 4 1
1050 1051 1.425 2 7 3 1
1051 1052 1.4226 2 6 1 1
1052 1053 1.4199 2 6 3 1
1053 1054 1.4111 2 4 1 1
1054 1055 1.4027 2 4 2 1
1055 1056 1.378 2 9 1 1
1056 1057 1.3639 2 4 1 1
1057 1058 1.356 2 9 1 1
1058 1059 1.354 2 3 3 1
1059 1060 1.3431 2 1 3 1
1060 1061 1.3344 2 4 2 1
1061 1062 1.3344 2 6 3 1
1062 1063 1.3301 2 6 1 2
1063 1064 1.3296 2 8 3 1
1064 1065 1.3225 2 4 1 1
1065 1066 1.317 2 10 1 1
1066 1067 1.3024 2 6 3 1
1067 1068 1.2938 2 4 3 1
1068 1069 1.2921 2 6 3 1
1069 1070 1.2878 2 3 3 1
1070 1071 1.2746 2 9 1 1
1071 1072 1.274 2 11 1 1
1072 1073 1.2738 2 4 1 1
1073 1074 1.2643 2 9 1 1
1074 1075 1.2627 2 9 1 1
1075 1076 1.2578 2 10 1 1
1076 1077 1.2577 2 10 1 1
1077 1078 1.2571 2 4 2 1
1078 1079 1.2553 2 4 4 1
1079 1080 1.2548 2 4 2 1
1080 1081 1.245 2 4 2 1
1081 1082 1.2433 2 11 1 1
1082 1083 1.2388 2 4 4 2
1083 1084 1.2372 2 9 3 1
1084 1085 1.2295 2 9 1 1
1085 1086 1.2277 2 9 1 1
1086 1087 1.2256 2 2 1 1
1087 1088 1.2184 2 9 1 1
1088 1089 1.216 2 4 4 1
1089 1090 1.2039 2 4 4 1
1090 1091 1.2014 2 10 1 1
1091 1092 1.1938 2 4 1 1
1092 1093 1.1826 2 2 1 1
1093 1094 1.1799 2 2 3 1
1094 1095 1.1797 2 4 4 1
1095 1096 1.1776 2 6 1 1
1096 1097 1.1711 2 3 2 1
1097 1098 1.1705 2 9 1 1
1098 1099 1.1677 2 6 3 1
1099 1100 1.1673 2 6 3 1
1100 1101 1.1665 2 4 2 1
1101 1102 1.1631 2 6 3 1
1102 1103 1.1624 2 10 1 1
1103 1104 1.155 2 11 1 1
1104 1105 1.1547 2 4 4 1
1105 1106 1.1529 2 11 1 1
1106 1107 1.1433 2 7 3 1
1107 1108 1.1393 2 4 2 1
1108 1109 1.1351 2 3 3 1
1109 1110 1.1335 2 7 3 1
1110 1111 1.1237 2 11 1 1
1111 1112 1.1199 2 4 3 1
1112 1113 1.1186 2 11 1 1
1113 1114 1.1177 2 12 3 1
1114 1115 1.1131 2 6 1 2
1115 1116 1.1111 2 3 2 1
1116 1117 1.1053 2 3 2 1
1117 1118 1.1043 2 7 3 1
1118 1119 1.103 2 4 4 1
1119 1120 1.0943 2 9 1 1
1120 1121 1.0943 2 4 2 1
1121 1122 1.0929 2 10 1 1
1122 1123 1.0818 2 6 1 1
1123 1124 1.0801 2 11 1 1
1124 1125 1.0789 2 5 3 1
1125 1126 1.0759 2 2 1 1
1126 1127 1.0759 2 4 4 1
1127 1128 1.0696 2 4 1 1
1128 1129 1.064 2 3 3 1
1129 1130 1.0596 2 10 1 1
1130 1131 1.0578 2 4 3 1
1131 1132 1.0506 2 4 3 2
1132 1133 1.0487 2 12 3 1
1133 1134 1.0471 2 4 4 1
1134 1135 1.0435 2 3 2 1
1135 1136 1.0383 2 6 3 1
1136 1137 1.0367 2 4 1 1
1137 1138 1.0294 2 6 1 2
1138 1139 1.0289 2 4 1 1
1139 1140 1.0276 2 6 3 1
1140 1141 1.0243 2 11 1 1
1141 1142 1.0235 2 5 1 1
1142 1143 1.0145 2 11 1 1
1143 1144 1.013 2 9 1 1
1144 1145 1.011 2 4 4 1
1145 1146 1.0107 2 11 1 1
1146 1147 1.0088 2 5 1 2
1147 1148 0.9991 2 10 1 1
1148 1149 0.9986 2 6 1 1
1149 1150 0.9977 2 12 3 1
1150 1151 0.992 2 6 1 2
1151 1152 0.9918 2 3 3 1
1152 1153 0.9915 2 5 1 2
1153 1154 0.9908 2 9 1 1
1154 1155 0.9846 2 4 2 1
1155 1156 0.9758 2 4 2 1
1156 1157 0.962 2 2 1 1
1157 1158 0.9583 2 10 1 1
1158 1159 0.9526 2 4 4 1
1159 1160 0.9499 2 4 3 1
1160 1161 0.9294 2 4 2 1
1161 1162 0.9201 2 5 3 1
1162 1163 0.9166 2 1 3 1
1163 1164 0.9153 2 3 2 1
1164 1165 0.8961 2 4 4 1
1165 1166 0.8961 2 5 1 2
1166 1167 0.8584 2 6 1 1
1167 1168 0.841 2 3 3 1
1168 1169 0.8253 2 6 3 2
1169 1170 0.8204 2 3 2 1
1170 1171 0.8064 2 3 2 1
1171 1172 0.7983 2 11 1 1
1172 1173 0.7933 2 9 1 1
1173 1174 0.7722 2 3 3 1
1174 1175 0.7632 2 4 4 1
1175 1176 0.7569 2 9 1 1
1176 1177 0.7479 2 11 1 1
1177 1178 0.745 2 8 3 1
1178 1179 0.7442 2 5 1 2
1179 1180 0.7414 2 3 3 1
1180 1181 0.7256 2 9 1 1
1181 1182 0.7246 2 3 2 1
1182 1183 0.7237 2 6 1 1
1183 1184 0.706 2 10 1 2
1184 1185 0.7031 2 11 1 1
1185 1186 0.7012 2 11 1 1
1186 1187 0.6856 2 3 2 1
1187 1188 0.6775 2 1 3 1
1188 1189 0.6741 2 3 3 1
1189 1190 0.6481 2 5 1 2
1190 1191 0.6469 2 4 3 1
1191 1192 0.6398 2 5 1 2
1192 1193 0.6319 2 4 2 1
1193 1194 0.6051 2 4 2 1
1194 1195 0.5946 2 6 1 2
1195 1196 0.59 2 1 3 1
1196 1197 0.5779 2 2 1 1
1197 1198 0.5617 2 5 3 2
1198 1199 0.5579 2 4 4 2
1199 1200 0.5571 2 3 2 1
1200 1201 0.5507 2 4 1 1
1201 1202 0.5198 2 11 1 1
1202 1203 0.4952 2 11 1 1
1203 1204 0.4789 2 4 2 1
1204 1205 0.4755 2 1 3 1
1205 1206 0.4654 2 11 1 1
1206 1207 0.4619 2 2 1 1
1207 1208 0.4525 2 2 1 1
1208 1209 0.4449 2 4 1 2
1209 1210 0.444 2 4 3 1
1210 1211 0.4333 2 4 1 1
1211 1212 0.4325 2 6 1 2
1212 1213 0.4323 2 3 2 1
1213 1214 0.4299 2 3 3 1
1214 1215 0.4282 2 4 1 1
1215 1216 0.4234 2 1 3 1
1216 1217 0.4078 2 2 1 2
1217 1218 0.4056 2 2 1 1
1218 1219 0.3999 2 11 1 1
1219 1220 0.3977 2 5 3 2
1220 1221 0.397 2 12 1 1
1221 1222 0.3957 2 4 1 1
1222 1223 0.3948 2 1 3 1
1223 1224 0.3879 2 4 3 1
1224 1225 0.3872 2 4 2 1
1225 1226 0.3858 2 4 2 1
1226 1227 0.3855 2 4 2 1
1227 1228 0.3842 2 6 3 2
1228 1229 0.3797 2 2 1 2
1229 1230 0.3643 2 6 1 2
1230 1231 0.3642 2 4 3 2
1231 1232 0.3641 2 5 1 2
1232 1233 0.3628 2 4 3 2
1233 1234 0.3584 2 3 2 1
1234 1235 0.3551 2 4 2 2
1235 1236 0.3417 2 3 2 2
1236 1237 0.3313 2 4 1 2
1237 1238 0.3307 2 2 1 1
1238 1239 0.3081 2 4 2 2
1239 1240 0.3079 2 12 1 1
1240 1241 0.3067 2 4 1 1
1241 1242 0.3028 2 4 2 2
1242 1243 0.296 2 4 3 2
1243 1244 0.2952 2 4 3 2
1244 1245 0.2948 2 6 1 2
1245 1246 0.2937 2 4 3 2
1246 1247 0.2883 2 3 3 1
1247 1248 0.2853 2 4 2 1
1248 1249 0.2812 2 4 2 2
1249 1250 0.2807 2 4 1 1
1250 1251 0.2788 2 3 2 2
1251 1252 0.2775 2 4 1 2
1252 1253 0.2771 2 7 3 2
1253 1254 0.2691 2 4 2 2
1254 1255 0.2678 2 4 1 2
1255 1256 0.2566 2 3 2 2
1256 1257 0.2561 2 6 1 2
1257 1258 0.2557 2 4 3 2
1258 1259 0.2491 2 4 3 2
1259 1260 0.2484 2 2 1 1
1260 1261 0.247 2 3 2 2
1261 1262 0.2464 2 11 1 1
1262 1263 0.2445 2 4 2 2
1263 1264 0.2418 2 4 1 2
1264 1265 0.2389 2 3 2 2
1265 1266 0.237 2 4 3 2
1266 1267 0.2333 2 3 2 2
1267 1268 0.2327 2 3 2 1
1268 1269 0.2319 2 4 3 2
1269 1270 0.2306 2 1 1 1
1270 1271 0.2304 2 2 1 1
1271 1272 0.228 2 3 2 2
1272 1273 0.2267 2 3 2 2
1273 1274 0.2231 2 2 1 1
1274 1275 0.2229 2 3 2 2
1275 1276 0.222 2 4 3 2
1276 1277 0.2209 2 4 1 2
1277 1278 0.2163 2 2 1 1
1278 1279 0.2156 2 1 1 2
1279 1280 0.2154 2 4 1 2
1280 1281 0.2153 2 4 3 1
1281 1282 0.2151 2 10 1 2
1282 1283 0.2139 2 4 3 2
1283 1284 0.2124 2 4 3 1
1284 1285 0.2121 2 4 2 2
1285 1286 0.2089 2 1 1 1
1286 1287 0.2088 2 1 1 2
1287 1288 0.2059 2 3 2 2
1288 1289 0.2041 2 4 2 2
1289 1290 0.2033 2 4 1 2
1290 1291 0.2018 2 3 2 2
1291 1292 0.2002 2 2 1 1
1292 1293 0.2 2 2 1 1
1293 1294 0.1984 2 4 1 2
1294 1295 0.1975 2 1 1 1
1295 1296 0.1968 2 3 2 1
1296 1297 0.1967 2 1 1 1
1297 1298 0.1955 2 4 1 1
1298 1299 0.1934 2 4 2 2
1299 1300 0.1915 2 4 3 1
1300 1301 0.1912 2 4 2 1
1301 1302 0.1906 2 1 1 1
1302 1303 0.1898 2 4 1 2
1303 1304 0.1873 2 4 1 2
1304 1305 0.187 2 4 1 2
1305 1306 0.1869 2 2 1 2
1306 1307 0.1865 2 3 2 1
1307 1308 0.1853 2 3 2 1
1308 1309 0.1848 2 4 2 2
1309 1310 0.1841 2 4 1 2
1310 1311 0.1813 2 10 1 1
1311 1312 0.1811 2 4 3 2
1312 1313 0.1809 2 4 3 1
1313 1314 0.1805 2 4 1 2
1314 1315 0.1796 2 4 1 2
1315 1316 0.1782 2 4 3 2
1316 1317 0.1775 2 3 2 1
1317 1318 0.1755 2 4 1 2
1318 1319 0.175 2 12 1 1
1319 1320 0.1735 2 4 2 2
1320 1321 0.1723 2 4 2 1
1321 1322 0.172 2 4 3 2
1322 1323 0.1717 2 12 1 1
1323 1324 0.1708 2 2 1 2
1324 1325 0.1695 2 3 2 1
1325 1326 0.1682 2 1 1 2
1326 1327 0.1679 2 2 1 2
1327 1328 0.1658 2 4 1 2
1328 1329 0.1639 2 2 1 2
1329 1330 0.1633 2 2 1 1
1330 1331 0.163 2 2 1 2
1331 1332 0.1628 2 4 2 2
1332 1333 0.1608 2 4 2 2
1333 1334 0.1607 2 2 1 1
1334 1335 0.1602 2 1 1 1
1335 1336 0.1593 2 4 2 2
1336 1337 0.1564 2 4 2 1
1337 1338 0.1563 2 4 1 2
1338 1339 0.1562 2 12 1 1
1339 1340 0.1561 2 3 2 2
1340 1341 0.155 2 4 2 2
1341 1342 0.1522 2 1 1 1
1342 1343 0.1511 2 3 2 1
1343 1344 0.1495 2 2 1 2
1344 1345 0.1495 2 4 3 2
1345 1346 0.1489 2 4 2 2
1346 1347 0.1489 2 4 3 2
1347 1348 0.1481 2 3 2 1
1348 1349 0.1439 2 1 3 1
1349 1350 0.1406 2 3 2 1
1350 1351 0.14 2 4 3 2
1351 1352 0.1396 2 4 2 2
1352 1353 0.1393 2 4 2 1
1353 1354 0.1392 2 1 1 1
1354 1355 0.1383 2 2 1 2
1355 1356 0.1374 2 1 1 1
1356 1357 0.1367 2 12 1 1
1357 1358 0.1367 2 4 3 2
1358 1359 0.1365 2 4 3 2
1359 1360 0.1359 2 3 2 1
1360 1361 0.1356 2 4 3 2
1361 1362 0.1351 2 3 2 2
1362 1363 0.1349 2 4 1 2
1363 1364 0.1341 2 4 3 1
1364 1365 0.129 2 12 1 1
1365 1366 0.1282 2 1 1 1
1366 1367 0.1274 2 4 2 2
1367 1368 0.1258 2 1 1 1
1368 1369 0.1255 2 1 1 1
1369 1370 0.1251 2 3 2 1
1370 1371 0.1244 2 12 1 1
1371 1372 0.124 2 1 1 1
1372 1373 0.123 2 4 3 2
1373 1374 0.12 2 2 1 1
1374 1375 0.12 2 4 3 2
1375 1376 0.1197 2 1 1 1
1376 1377 0.119 2 4 1 2
1377 1378 0.1179 2 12 1 1
1378 1379 0.1178 2 3 2 2
1379 1380 0.1176 2 1 1 1
1380 1381 0.1145 2 1 1 2
1381 1382 0.114 2 2 1 2
1382 1383 0.1138 2 2 1 1
1383 1384 0.1137 2 12 1 2
1384 1385 0.1135 2 2 1 2
1385 1386 0.1121 2 10 1 2
1386 1387 0.1107 2 2 1 2
1387 1388 0.1106 2 2 1 2
1388 1389 0.1097 2 2 1 1
1389 1390 0.108 2 12 1 1
1390 1391 0.1076 2 4 3 2
1391 1392 0.1075 2 1 1 1
1392 1393 0.1073 2 1 1 1
1393 1394 0.1061 2 3 2 2
1394 1395 0.1056 2 3 2 2
1395 1396 0.1049 2 1 1 2
1396 1397 0.1038 2 1 1 1
1397 1398 0.1036 2 3 2 2
1398 1399 0.1034 2 2 1 2
1399 1400 0.1032 2 3 2 1
1400 1401 0.1028 2 1 1 1
1401 1402 0.1025 2 4 3 2
1402 1403 0.1024 2 4 1 2
1403 1404 0.1015 2 1 1 2
1404 1405 0.1015 2 2 1 2
1405 1406 0.1011 2 1 1 2
1406 1407 0.1009 2 2 1 1
1407 1408 0.1009 2 3 2 2
1408 1409 0.1006 2 3 2 2
1409 1410 0.1 2 1 1 2
1410 1411 0.0998 2 2 1 2
1411 1412 0.0996 2 2 1 2
1412 1413 0.0987 2 7 3 1
1413 1414 0.097 2 12 1 1
1414 1415 0.0969 2 4 2 2
1415 1416 0.0966 2 2 1 2
1416 1417 0.0962 2 1 1 1
1417 1418 0.0952 2 12 1 2
1418 1419 0.095 2 4 2 1
1419 1420 0.0948 2 2 1 1
1420 1421 0.0945 2 4 3 2
1421 1422 0.0943 2 2 1 1
1422 1423 0.0938 2 3 2 2
1423 1424 0.0934 2 3 2 1
1424 1425 0.0932 2 2 1 2
1425 1426 0.0927 2 2 1 2
1426 1427 0.0914 2 12 1 1
1427 1428 0.0897 2 1 1 2
1428 1429 0.0893 2 3 2 2
1429 1430 0.089 2 12 1 1
1430 1431 0.089 2 1 1 1
1431 1432 0.0884 2 3 2 1
1432 1433 0.0881 2 12 1 1
1433 1434 0.088 2 4 2 2
1434 1435 0.0879 2 3 3 1
1435 1436 0.0874 2 2 1 1
1436 1437 0.0859 2 12 1 1
1437 1438 0.0855 2 1 1 1
1438 1439 0.0833 2 1 1 1
1439 1440 0.0812 2 1 1 1
1440 1441 0.081 2 12 1 1
1441 1442 0.0807 2 10 1 1
1442 1443 0.0807 2 12 1 1
1443 1444 0.0806 2 2 1 2
1444 1445 0.0804 2 6 1 2
1445 1446 0.0802 2 3 2 2
1446 1447 0.0794 2 2 1 2
1447 1448 0.0789 2 2 1 2
1448 1449 0.0777 2 2 1 1
1449 1450 0.0759 2 12 1 1
1450 1451 0.073 2 2 1 1
1451 1452 0.0711 2 2 1 1
1452 1453 0.0707 2 1 1 1
1453 1454 0.0704 2 3 2 2
1454 1455 0.0693 2 1 1 2
1455 1456 0.0688 2 12 1 1
1456 1457 0.068 2 1 1 2
1457 1458 0.0665 2 1 1 2
1458 1459 0.0649 2 2 1 2
1459 1460 0.0647 2 3 2 2
1460 1461 0.0639 2 12 1 1
1461 1462 0.0613 2 2 1 2
1462 1463 0.0608 2 1 1 2
1463 1464 0.0607 2 2 1 2
1464 1465 0.0602 2 4 3 2
1465 1466 0.0597 2 1 1 2
1466 1467 0.0592 2 1 1 2
1467 1468 0.0591 2 2 1 2
1468 1469 0.0585 2 4 3 2
1469 1470 0.0583 2 11 1 1
1470 1471 0.0572 2 2 1 2
1471 1472 0.0571 2 4 1 2
1472 1473 0.0563 2 12 1 2
1473 1474 0.0556 2 12 1 2
1474 1475 0.0546 2 12 1 1
1475 1476 0.0543 2 12 1 2
1476 1477 0.054 2 2 1 1
1477 1478 0.0519 2 2 1 1
1478 1479 0.0511 2 1 1 1
1479 1480 0.05 2 1 1 2
1480 1481 0.0497 2 12 1 1
1481 1482 0.0462 2 1 1 2
1482 1483 0.0458 2 4 1 2
1483 1484 0.0457 2 4 3 2
1484 1485 0.0456 2 12 1 1
1485 1486 0.0451 2 10 1 1
1486 1487 0.0427 2 1 1 1
1487 1488 0.0423 2 3 2 2
1488 1489 0.0422 2 1 1 2
1489 1490 0.0422 2 2 1 1
1490 1491 0.0409 2 12 1 1
1491 1492 0.0395 2 12 1 2
1492 1493 0.0394 2 12 1 2
1493 1494 0.0381 2 1 1 2
1494 1495 0.0372 2 1 1 2
1495 1496 0.0364 2 12 1 2
1496 1497 0.0356 2 2 1 1
1497 1498 0.0333 2 3 2 2
1498 1499 0.0327 2 11 1 1
1499 1500 0.0321 2 12 1 2
1500 1501 0.0314 2 4 1 2
1501 1502 0.0311 2 1 1 1
1502 1503 0.0309 2 12 1 2
1503 1504 0.0297 2 10 1 2
1504 1505 0.0279 2 1 1 1
1505 1506 0.0275 2 2 1 1
1506 1507 0.0273 2 1 1 1
1507 1508 0.0271 2 12 1 1
1508 1509 0.0233 2 12 1 2
1509 1510 0.023 2 2 1 1
1510 1511 0.0224 2 12 1 2
1511 1512 0.0222 2 2 1 2
1512 1513 0.0208 2 12 1 2
1513 1514 0.0198 2 2 1 1
1514 1515 0.0188 2 1 1 1
1515 1516 0.0184 2 2 1 2
1516 1517 0.0157 2 4 3 1
1517 1518 0.0156 2 11 1 1
1518 1519 0.0072 2 8 1 1
1519 1520 11.8655 3 11 1 2
1520 1521 10.8036 3 11 1 2
1521 1522 10.5197 3 11 1 2
1522 1523 10.4744 3 11 1 2
1523 1524 10.4206 3 11 1 2
1524 1525 10.4004 3 11 1 2
1525 1526 9.9147 3 11 1 2
1526 1527 9.8713 3 9 1 2
1527 1528 9.7152 3 10 1 2
1528 1529 9.6634 3 9 1 2
1529 1530 9.6302 3 11 1 2
1530 1531 9.5052 3 10 1 2
1531 1532 9.3829 3 11 1 2
1532 1533 9.3296 3 12 1 2
1533 1534 9.1063 3 9 1 2
1534 1535 9.094 3 9 1 2
1535 1536 9.0897 3 11 1 2
1536 1537 8.9651 3 8 1 2
1537 1538 8.8874 3 10 1 2
1538 1539 8.8838 3 9 1 2
1539 1540 8.876 3 10 1 2
1540 1541 8.6989 3 9 1 2
1541 1542 8.4791 3 9 1 2
1542 1543 8.4008 3 9 1 2
1543 1544 8.3443 3 9 1 2
1544 1545 8.228 3 10 1 2
1545 1546 8.2263 3 2 1 2
1546 1547 8.2116 3 8 1 2
1547 1548 8.1521 3 11 1 2
1548 1549 8.1336 3 8 1 2
1549 1550 8.1332 3 8 1 2
1550 1551 8.1253 3 11 1 2
1551 1552 8.1211 3 8 1 2
1552 1553 8.0786 3 8 1 2
1553 1554 8.0647 3 8 1 2
1554 1555 8.05 3 9 1 2
1555 1556 8 3 9 1 2
1556 1557 7.9831 3 9 3 2
1557 1558 7.9423 3 11 1 2
1558 1559 7.9089 3 8 1 2
1559 1560 7.8565 3 9 3 2
1560 1561 7.8438 3 9 1 2
1561 1562 7.8081 3 7 1 2
1562 1563 7.8 3 11 1 2
1563 1564 7.7358 3 9 1 2
1564 1565 7.6918 3 7 1 2
1565 1566 7.5493 3 8 1 2
1566 1567 7.546 3 7 1 2
1567 1568 7.5455 3 8 1 2
1568 1569 7.4851 3 8 1 2
1569 1570 7.4522 3 7 1 2
1570 1571 7.3434 3 8 1 2
1571 1572 7.3403 3 9 1 2
1572 1573 7.2958 3 11 1 2
1573 1574 7.2773 3 9 1 2
1574 1575 7.2457 3 9 1 2
1575 1576 7.2422 3 8 1 2
1576 1577 7.2237 3 9 1 2
1577 1578 7.2215 3 8 1 2
1578 1579 7.1731 3 8 3 2
1579 1580 7.1203 3 9 1 2
1580 1581 7.095 3 7 1 2
1581 1582 7.0947 3 9 3 2
1582 1583 7.0799 3 8 1 2
1583 1584 7.0774 3 11 1 2
1584 1585 7.0615 3 7 3 2
